any,territori,codi_municipi,nom,illa,nivell,us,num_bens,valor_total_milers_eur,valor_mitja_eur
2024,07022 Felanitx,07022,Felanitx,MALLORCA,Municipi,Deportivo,287.0,6253.33,21788.61
2024,07022 Felanitx,07022,Felanitx,MALLORCA,Municipi,Suelo vacante,912.0,55793.56,61177.15
2024,07022 Felanitx,07022,Felanitx,MALLORCA,Municipi,Oficinas,76.0,5690.45,74874.34
2024,07022 Felanitx,07022,Felanitx,MALLORCA,Municipi,Edificio singular,10.0,2168.23,216823.0
2024,07022 Felanitx,07022,Felanitx,MALLORCA,Municipi,Religioso,10.0,2239.73,223973.0
2024,07022 Felanitx,07022,Felanitx,MALLORCA,Municipi,Espectáculos,3.0,,
2024,07022 Felanitx,07022,Felanitx,MALLORCA,Municipi,Residencial,9460.0,696591.51,73635.47
2024,07022 Felanitx,07022,Felanitx,MALLORCA,Municipi,Sanidad y beneficencia,9.0,4960.85,551205.56
2024,07022 Felanitx,07022,Felanitx,MALLORCA,Municipi,Otros usos,,,
2024,07025 Fornalutx,07025,Fornalutx,MALLORCA,Municipi,TOTAL USOS,504.0,66928.63,132794.9
2024,07025 Fornalutx,07025,Fornalutx,MALLORCA,Municipi,Almacén y estacionamiento,66.0,933.43,14142.88
2024,07025 Fornalutx,07025,Fornalutx,MALLORCA,Municipi,Comercial,10.0,713.91,71391.0
2024,07025 Fornalutx,07025,Fornalutx,MALLORCA,Municipi,Cultural,1.0,,
2024,07025 Fornalutx,07025,Fornalutx,MALLORCA,Municipi,Ocio y hostelería,7.0,4711.75,673107.14
2024,07025 Fornalutx,07025,Fornalutx,MALLORCA,Municipi,Industrial,11.0,306.77,27888.18
2024,07025 Fornalutx,07025,Fornalutx,MALLORCA,Municipi,Deportivo,3.0,,
2024,07025 Fornalutx,07025,Fornalutx,MALLORCA,Municipi,Suelo vacante,48.0,3417.91,71206.46
2024,07025 Fornalutx,07025,Fornalutx,MALLORCA,Municipi,Oficinas,0.0,,
2024,07025 Fornalutx,07025,Fornalutx,MALLORCA,Municipi,Edificio singular,2.0,,
2024,07025 Fornalutx,07025,Fornalutx,MALLORCA,Municipi,Religioso,1.0,,
2024,07025 Fornalutx,07025,Fornalutx,MALLORCA,Municipi,Espectáculos,0.0,,
2024,07025 Fornalutx,07025,Fornalutx,MALLORCA,Municipi,Residencial,355.0,53341.72,150258.37
2024,07025 Fornalutx,07025,Fornalutx,MALLORCA,Municipi,Sanidad y beneficencia,0.0,,
2024,07025 Fornalutx,07025,Fornalutx,MALLORCA,Municipi,Otros usos,,,
2024,07027 Inca,07027,Inca,MALLORCA,Municipi,TOTAL USOS,21499.0,1120319.71,52110.32
2024,07027 Inca,07027,Inca,MALLORCA,Municipi,Almacén y estacionamiento,6210.0,71004.66,11433.92
2024,07027 Inca,07027,Inca,MALLORCA,Municipi,Comercial,1184.0,125301.54,105829.0
2024,07027 Inca,07027,Inca,MALLORCA,Municipi,Cultural,26.0,31763.45,1221671.15
2024,07027 Inca,07027,Inca,MALLORCA,Municipi,Ocio y hostelería,11.0,3538.18,321652.73
2024,07027 Inca,07027,Inca,MALLORCA,Municipi,Industrial,654.0,67791.12,103656.15
2024,07027 Inca,07027,Inca,MALLORCA,Municipi,Deportivo,18.0,25863.32,1436851.11
2024,07027 Inca,07027,Inca,MALLORCA,Municipi,Suelo vacante,468.0,18630.14,39807.99
2024,07027 Inca,07027,Inca,MALLORCA,Municipi,Oficinas,177.0,25737.97,145412.26
2024,07027 Inca,07027,Inca,MALLORCA,Municipi,Edificio singular,10.0,11342.75,1134275.0
2024,07027 Inca,07027,Inca,MALLORCA,Municipi,Religioso,8.0,6810.17,851271.25
2024,07027 Inca,07027,Inca,MALLORCA,Municipi,Espectáculos,1.0,,
2024,07027 Inca,07027,Inca,MALLORCA,Municipi,Residencial,12709.0,705096.01,55480.05
2024,07027 Inca,07027,Inca,MALLORCA,Municipi,Sanidad y beneficencia,23.0,22915.13,996310.0
2024,07027 Inca,07027,Inca,MALLORCA,Municipi,Otros usos,,,
2024,07028 Lloret de Vistalegre,07028,Lloret de Vistalegre,MALLORCA,Municipi,TOTAL USOS,569.0,34533.07,60690.81
2024,07028 Lloret de Vistalegre,07028,Lloret de Vistalegre,MALLORCA,Municipi,Almacén y estacionamiento,52.0,781.01,15019.42
2024,07028 Lloret de Vistalegre,07028,Lloret de Vistalegre,MALLORCA,Municipi,Comercial,6.0,381.28,63546.67
2024,07028 Lloret de Vistalegre,07028,Lloret de Vistalegre,MALLORCA,Municipi,Cultural,2.0,,
2024,07028 Lloret de Vistalegre,07028,Lloret de Vistalegre,MALLORCA,Municipi,Ocio y hostelería,4.0,340.27,85067.5
2024,07028 Lloret de Vistalegre,07028,Lloret de Vistalegre,MALLORCA,Municipi,Industrial,46.0,1106.14,24046.52
2024,07028 Lloret de Vistalegre,07028,Lloret de Vistalegre,MALLORCA,Municipi,Deportivo,1.0,,
2024,07028 Lloret de Vistalegre,07028,Lloret de Vistalegre,MALLORCA,Municipi,Suelo vacante,43.0,1155.55,26873.26
2024,07028 Lloret de Vistalegre,07028,Lloret de Vistalegre,MALLORCA,Municipi,Oficinas,2.0,,
2024,07028 Lloret de Vistalegre,07028,Lloret de Vistalegre,MALLORCA,Municipi,Edificio singular,1.0,,
2024,07028 Lloret de Vistalegre,07028,Lloret de Vistalegre,MALLORCA,Municipi,Religioso,4.0,189.16,47290.0
2024,07028 Lloret de Vistalegre,07028,Lloret de Vistalegre,MALLORCA,Municipi,Espectáculos,1.0,,
2024,07028 Lloret de Vistalegre,07028,Lloret de Vistalegre,MALLORCA,Municipi,Residencial,407.0,29817.76,73262.31
2024,07028 Lloret de Vistalegre,07028,Lloret de Vistalegre,MALLORCA,Municipi,Sanidad y beneficencia,0.0,,
2024,07028 Lloret de Vistalegre,07028,Lloret de Vistalegre,MALLORCA,Municipi,Otros usos,,,
2024,07029 Lloseta,07029,Lloseta,MALLORCA,Municipi,TOTAL USOS,3330.0,233192.1,70027.66
2024,07029 Lloseta,07029,Lloseta,MALLORCA,Municipi,Almacén y estacionamiento,551.0,9058.65,16440.38
2024,07029 Lloseta,07029,Lloseta,MALLORCA,Municipi,Comercial,82.0,6146.89,74962.07
2024,07029 Lloseta,07029,Lloseta,MALLORCA,Municipi,Cultural,8.0,3484.65,435581.25
2024,07029 Lloseta,07029,Lloseta,MALLORCA,Municipi,Ocio y hostelería,7.0,1858.02,265431.43
2024,07029 Lloseta,07029,Lloseta,MALLORCA,Municipi,Industrial,70.0,29045.75,414939.29
2024,07029 Lloseta,07029,Lloseta,MALLORCA,Municipi,Deportivo,8.0,5867.55,733443.75
2024,07029 Lloseta,07029,Lloseta,MALLORCA,Municipi,Suelo vacante,323.0,14426.5,44664.09
2024,07029 Lloseta,07029,Lloseta,MALLORCA,Municipi,Oficinas,6.0,600.65,100108.33
2024,07029 Lloseta,07029,Lloseta,MALLORCA,Municipi,Edificio singular,1.0,,
2024,07029 Lloseta,07029,Lloseta,MALLORCA,Municipi,Religioso,0.0,,
2024,07029 Lloseta,07029,Lloseta,MALLORCA,Municipi,Espectáculos,1.0,,
2024,07029 Lloseta,07029,Lloseta,MALLORCA,Municipi,Residencial,2271.0,161858.2,71271.77
2024,07029 Lloseta,07029,Lloseta,MALLORCA,Municipi,Sanidad y beneficencia,2.0,,
2024,07029 Lloseta,07029,Lloseta,MALLORCA,Municipi,Otros usos,,,
2024,07030 Llubí,07030,Llubí,MALLORCA,Municipi,TOTAL USOS,2067.0,111429.91,53909.0
2024,07030 Llubí,07030,Llubí,MALLORCA,Municipi,Almacén y estacionamiento,74.0,1371.96,18540.0
2024,07030 Llubí,07030,Llubí,MALLORCA,Municipi,Comercial,13.0,714.95,54996.15
2024,07030 Llubí,07030,Llubí,MALLORCA,Municipi,Cultural,2.0,,
2024,07030 Llubí,07030,Llubí,MALLORCA,Municipi,Ocio y hostelería,5.0,1095.53,219106.0
2024,07030 Llubí,07030,Llubí,MALLORCA,Municipi,Industrial,148.0,4518.67,30531.55
2024,07030 Llubí,07030,Llubí,MALLORCA,Municipi,Deportivo,8.0,1167.74,145967.5
2024,07030 Llubí,07030,Llubí,MALLORCA,Municipi,Suelo vacante,218.0,3569.34,16373.12
2024,07030 Llubí,07030,Llubí,MALLORCA,Municipi,Oficinas,3.0,,
2024,07030 Llubí,07030,Llubí,MALLORCA,Municipi,Edificio singular,2.0,,
2024,07030 Llubí,07030,Llubí,MALLORCA,Municipi,Religioso,2.0,,
2024,07030 Llubí,07030,Llubí,MALLORCA,Municipi,Espectáculos,1.0,,
2024,07030 Llubí,07030,Llubí,MALLORCA,Municipi,Residencial,1590.0,97271.18,61176.84
2024,07030 Llubí,07030,Llubí,MALLORCA,Municipi,Sanidad y beneficencia,1.0,,
2024,07030 Llubí,07030,Llubí,MALLORCA,Municipi,Otros usos,,,
2024,07031 Llucmajor,07031,Llucmajor,MALLORCA,Municipi,TOTAL USOS,26702.0,2306566.5,86381.79
2024,07031 Llucmajor,07031,Llucmajor,MALLORCA,Municipi,Almacén y estacionamiento,5008.0,63531.94,12686.09
2024,07031 Llucmajor,07031,Llucmajor,MALLORCA,Municipi,Comercial,834.0,90259.25,108224.52
2024,07031 Llucmajor,07031,Llucmajor,MALLORCA,Municipi,Cultural,8.0,14417.9,1802237.5
2024,07031 Llucmajor,07031,Llucmajor,MALLORCA,Municipi,Ocio y hostelería,235.0,258321.37,1099239.87
2024,07031 Llucmajor,07031,Llucmajor,MALLORCA,Municipi,Industrial,648.0,83278.16,128515.68
2024,07031 Llucmajor,07031,Llucmajor,MALLORCA,Municipi,Deportivo,61.0,56703.72,929569.18
2024,07031 Llucmajor,07031,Llucmajor,MALLORCA,Municipi,Suelo vacante,1497.0,100773.79,67317.16
2024,07031 Llucmajor,07031,Llucmajor,MALLORCA,Municipi,Oficinas,101.0,29199.41,289103.07
2024,07031 Llucmajor,07031,Llucmajor,MALLORCA,Municipi,Edificio singular,6.0,4921.45,820241.67
2024,07031 Llucmajor,07031,Llucmajor,MALLORCA,Municipi,Religioso,3.0,,
2024,07031 Llucmajor,07031,Llucmajor,MALLORCA,Municipi,Espectáculos,1.0,,
2024,07031 Llucmajor,07031,Llucmajor,MALLORCA,Municipi,Residencial,18283.0,1596401.53,87316.17
2024,07031 Llucmajor,07031,Llucmajor,MALLORCA,Municipi,Sanidad y beneficencia,17.0,6697.29,393958.24
2024,07031 Llucmajor,07031,Llucmajor,MALLORCA,Municipi,Otros usos,,,
2024,07033 Manacor,07033,Manacor,MALLORCA,Municipi,TOTAL USOS,44101.0,2334348.74,52931.88
2024,07033 Manacor,07033,Manacor,MALLORCA,Municipi,Almacén y estacionamiento,8575.0,91141.68,10628.77
2024,07033 Manacor,07033,Manacor,MALLORCA,Municipi,Comercial,2063.0,157357.66,76276.13
2024,07033 Manacor,07033,Manacor,MALLORCA,Municipi,Cultural,36.0,33991.67,944213.06
2024,07033 Manacor,07033,Manacor,MALLORCA,Municipi,Ocio y hostelería,754.0,255714.48,339143.87
2024,07033 Manacor,07033,Manacor,MALLORCA,Municipi,Industrial,1867.0,130080.29,69673.43
2024,07033 Manacor,07033,Manacor,MALLORCA,Municipi,Deportivo,106.0,47580.0,448867.92
2024,07033 Manacor,07033,Manacor,MALLORCA,Municipi,Suelo vacante,2646.0,70945.38,26812.31
2024,07033 Manacor,07033,Manacor,MALLORCA,Municipi,Oficinas,423.0,41326.15,97697.75
2024,07033 Manacor,07033,Manacor,MALLORCA,Municipi,Edificio singular,582.0,10672.17,18337.06
2024,07033 Manacor,07033,Manacor,MALLORCA,Municipi,Religioso,18.0,4486.39,249243.89
2024,07033 Manacor,07033,Manacor,MALLORCA,Municipi,Espectáculos,4.0,2839.28,709820.0
2024,07033 Manacor,07033,Manacor,MALLORCA,Municipi,Residencial,26955.0,1446606.11,53667.45
2024,07033 Manacor,07033,Manacor,MALLORCA,Municipi,Sanidad y beneficencia,72.0,41607.49,577881.81
2024,07033 Manacor,07033,Manacor,MALLORCA,Municipi,Otros usos,,0.0,
2024,07034 Mancor de la Vall,07034,Mancor de la Vall,MALLORCA,Municipi,TOTAL USOS,930.0,88610.38,95279.98
2024,07034 Mancor de la Vall,07034,Mancor de la Vall,MALLORCA,Municipi,Almacén y estacionamiento,92.0,1880.54,20440.65
2024,07034 Mancor de la Vall,07034,Mancor de la Vall,MALLORCA,Municipi,Comercial,6.0,645.6,107600.0
2024,07034 Mancor de la Vall,07034,Mancor de la Vall,MALLORCA,Municipi,Cultural,2.0,,
2024,07034 Mancor de la Vall,07034,Mancor de la Vall,MALLORCA,Municipi,Ocio y hostelería,1.0,,
2024,07034 Mancor de la Vall,07034,Mancor de la Vall,MALLORCA,Municipi,Industrial,47.0,2137.95,45488.3
2024,07034 Mancor de la Vall,07034,Mancor de la Vall,MALLORCA,Municipi,Deportivo,5.0,2325.86,465172.0
2024,07034 Mancor de la Vall,07034,Mancor de la Vall,MALLORCA,Municipi,Suelo vacante,118.0,6277.52,53199.32
2024,07034 Mancor de la Vall,07034,Mancor de la Vall,MALLORCA,Municipi,Oficinas,1.0,,
2024,07034 Mancor de la Vall,07034,Mancor de la Vall,MALLORCA,Municipi,Edificio singular,2.0,,
2024,07034 Mancor de la Vall,07034,Mancor de la Vall,MALLORCA,Municipi,Religioso,3.0,,
2024,07034 Mancor de la Vall,07034,Mancor de la Vall,MALLORCA,Municipi,Espectáculos,0.0,,
2024,07034 Mancor de la Vall,07034,Mancor de la Vall,MALLORCA,Municipi,Residencial,651.0,72205.68,110915.02
2024,07034 Mancor de la Vall,07034,Mancor de la Vall,MALLORCA,Municipi,Sanidad y beneficencia,2.0,,
2024,07034 Mancor de la Vall,07034,Mancor de la Vall,MALLORCA,Municipi,Otros usos,,,
2024,07035 Maria de la Salut,07035,Maria de la Salut,MALLORCA,Municipi,TOTAL USOS,1818.0,95237.51,52385.87
2024,07035 Maria de la Salut,07035,Maria de la Salut,MALLORCA,Municipi,Almacén y estacionamiento,160.0,3313.0,20706.25
2024,07035 Maria de la Salut,07035,Maria de la Salut,MALLORCA,Municipi,Comercial,15.0,965.48,64365.33
2024,07035 Maria de la Salut,07035,Maria de la Salut,MALLORCA,Municipi,Cultural,4.0,817.2,204300.0
2024,07035 Maria de la Salut,07035,Maria de la Salut,MALLORCA,Municipi,Ocio y hostelería,5.0,902.54,180508.0
2024,07035 Maria de la Salut,07035,Maria de la Salut,MALLORCA,Municipi,Industrial,180.0,6198.7,34437.22
2024,07035 Maria de la Salut,07035,Maria de la Salut,MALLORCA,Municipi,Deportivo,7.0,947.42,135345.71
2024,07035 Maria de la Salut,07035,Maria de la Salut,MALLORCA,Municipi,Suelo vacante,287.0,5384.84,18762.51
2024,07035 Maria de la Salut,07035,Maria de la Salut,MALLORCA,Municipi,Oficinas,3.0,,
2024,07035 Maria de la Salut,07035,Maria de la Salut,MALLORCA,Municipi,Edificio singular,0.0,,
2024,07035 Maria de la Salut,07035,Maria de la Salut,MALLORCA,Municipi,Religioso,1.0,,
2024,07035 Maria de la Salut,07035,Maria de la Salut,MALLORCA,Municipi,Espectáculos,0.0,,
2024,07035 Maria de la Salut,07035,Maria de la Salut,MALLORCA,Municipi,Residencial,1151.0,75598.83,65681.0
2024,07035 Maria de la Salut,07035,Maria de la Salut,MALLORCA,Municipi,Sanidad y beneficencia,5.0,829.01,165802.0
2024,07035 Maria de la Salut,07035,Maria de la Salut,MALLORCA,Municipi,Otros usos,,,
2024,07036 Marratxí,07036,Marratxí,MALLORCA,Municipi,TOTAL USOS,19231.0,2124751.6,110485.76
2024,07036 Marratxí,07036,Marratxí,MALLORCA,Municipi,Almacén y estacionamiento,2805.0,47045.27,16771.93
2024,07036 Marratxí,07036,Marratxí,MALLORCA,Municipi,Comercial,511.0,110862.28,216951.62
2024,07036 Marratxí,07036,Marratxí,MALLORCA,Municipi,Cultural,22.0,27188.11,1235823.18
2024,07036 Marratxí,07036,Marratxí,MALLORCA,Municipi,Ocio y hostelería,7.0,1219.93,174275.71
2024,07036 Marratxí,07036,Marratxí,MALLORCA,Municipi,Industrial,658.0,176110.81,267645.61
2024,07036 Marratxí,07036,Marratxí,MALLORCA,Municipi,Deportivo,75.0,36031.62,480421.6
2024,07036 Marratxí,07036,Marratxí,MALLORCA,Municipi,Suelo vacante,1520.0,122519.85,80605.16
2024,07036 Marratxí,07036,Marratxí,MALLORCA,Municipi,Oficinas,95.0,16295.7,171533.68
2024,07036 Marratxí,07036,Marratxí,MALLORCA,Municipi,Edificio singular,7.0,2533.76,361965.71
2024,07036 Marratxí,07036,Marratxí,MALLORCA,Municipi,Religioso,3.0,,
2024,07036 Marratxí,07036,Marratxí,MALLORCA,Municipi,Espectáculos,0.0,,
2024,07036 Marratxí,07036,Marratxí,MALLORCA,Municipi,Residencial,13518.0,1572112.59,116297.72
2024,07036 Marratxí,07036,Marratxí,MALLORCA,Municipi,Sanidad y beneficencia,10.0,12166.59,1216659.0
2024,07036 Marratxí,07036,Marratxí,MALLORCA,Municipi,Otros usos,,,
2024,07038 Montuïri,07038,Montuïri,MALLORCA,Municipi,TOTAL USOS,1603.0,145213.06,90588.31
2024,07038 Montuïri,07038,Montuïri,MALLORCA,Municipi,Almacén y estacionamiento,124.0,2382.64,19214.84
2024,07038 Montuïri,07038,Montuïri,MALLORCA,Municipi,Comercial,13.0,1438.25,110634.62
2024,07038 Montuïri,07038,Montuïri,MALLORCA,Municipi,Cultural,2.0,,
2024,07038 Montuïri,07038,Montuïri,MALLORCA,Municipi,Ocio y hostelería,4.0,1340.45,335112.5
2024,07038 Montuïri,07038,Montuïri,MALLORCA,Municipi,Industrial,96.0,6191.48,64494.58
2024,07038 Montuïri,07038,Montuïri,MALLORCA,Municipi,Deportivo,5.0,1915.59,383118.0
2024,07038 Montuïri,07038,Montuïri,MALLORCA,Municipi,Suelo vacante,202.0,9656.35,47803.71
2024,07038 Montuïri,07038,Montuïri,MALLORCA,Municipi,Oficinas,6.0,1010.96,168493.33
2024,07038 Montuïri,07038,Montuïri,MALLORCA,Municipi,Edificio singular,1.0,,
2024,07038 Montuïri,07038,Montuïri,MALLORCA,Municipi,Religioso,2.0,,
2024,07038 Montuïri,07038,Montuïri,MALLORCA,Municipi,Espectáculos,0.0,,
2024,07038 Montuïri,07038,Montuïri,MALLORCA,Municipi,Residencial,1148.0,119199.38,103832.21
2024,07038 Montuïri,07038,Montuïri,MALLORCA,Municipi,Sanidad y beneficencia,0.0,,
2024,07038 Montuïri,07038,Montuïri,MALLORCA,Municipi,Otros usos,,,
2024,07039 Muro,07039,Muro,MALLORCA,Municipi,TOTAL USOS,5784.0,737098.3,127437.47
2024,07039 Muro,07039,Muro,MALLORCA,Municipi,Almacén y estacionamiento,793.0,16328.58,20590.9
2024,07039 Muro,07039,Muro,MALLORCA,Municipi,Comercial,300.0,27652.83,92176.1
2024,07039 Muro,07039,Muro,MALLORCA,Municipi,Cultural,4.0,3243.14,810785.0
2024,07039 Muro,07039,Muro,MALLORCA,Municipi,Ocio y hostelería,93.0,354226.68,3808889.03
2024,07039 Muro,07039,Muro,MALLORCA,Municipi,Industrial,300.0,23189.53,77298.43
2024,07039 Muro,07039,Muro,MALLORCA,Municipi,Deportivo,10.0,10561.96,1056196.0
2024,07039 Muro,07039,Muro,MALLORCA,Municipi,Suelo vacante,460.0,23044.47,50096.67
2024,07039 Muro,07039,Muro,MALLORCA,Municipi,Oficinas,24.0,9056.41,377350.42
2024,07039 Muro,07039,Muro,MALLORCA,Municipi,Edificio singular,3.0,,
2024,07039 Muro,07039,Muro,MALLORCA,Municipi,Religioso,7.0,2994.04,427720.0
2024,07039 Muro,07039,Muro,MALLORCA,Municipi,Espectáculos,1.0,,
2024,07039 Muro,07039,Muro,MALLORCA,Municipi,Residencial,3785.0,259917.66,68670.45
2024,07039 Muro,07039,Muro,MALLORCA,Municipi,Sanidad y beneficencia,4.0,5613.93,1403482.5
2024,07039 Muro,07039,Muro,MALLORCA,Municipi,Otros usos,,,
2024,07040 Palma,07040,Palma,MALLORCA,Municipi,TOTAL USOS,322872.0,23435434.11,72584.29
2024,07040 Palma,07040,Palma,MALLORCA,Municipi,Almacén y estacionamiento,111372.0,996544.16,8947.89
2024,07040 Palma,07040,Palma,MALLORCA,Municipi,Comercial,17280.0,2254814.3,130486.94
2024,07040 Palma,07040,Palma,MALLORCA,Municipi,Cultural,312.0,676049.47,2166825.22
2024,07040 Palma,07040,Palma,MALLORCA,Municipi,Ocio y hostelería,2283.0,1509630.13,661248.41
2024,07040 Palma,07040,Palma,MALLORCA,Municipi,Industrial,3185.0,1187670.53,372894.99
2024,07040 Palma,07040,Palma,MALLORCA,Municipi,Deportivo,546.0,345999.78,633699.23
2024,07040 Palma,07040,Palma,MALLORCA,Municipi,Suelo vacante,4724.0,688798.08,145808.23
2024,07040 Palma,07040,Palma,MALLORCA,Municipi,Oficinas,5532.0,1199682.2,216862.29
2024,07040 Palma,07040,Palma,MALLORCA,Municipi,Edificio singular,87.0,299904.15,3447174.14
2024,07040 Palma,07040,Palma,MALLORCA,Municipi,Religioso,106.0,74247.21,700445.38
2024,07040 Palma,07040,Palma,MALLORCA,Municipi,Espectáculos,19.0,34194.49,1799710.0
2024,07040 Palma,07040,Palma,MALLORCA,Municipi,Residencial,177156.0,13852388.75,78193.17
2024,07040 Palma,07040,Palma,MALLORCA,Municipi,Sanidad y beneficencia,270.0,315510.85,1168558.7
2024,07040 Palma,07040,Palma,MALLORCA,Municipi,Otros usos,,0.0,
2024,07041 Petra,07041,Petra,MALLORCA,Municipi,TOTAL USOS,2717.0,100088.75,36837.96
2024,07041 Petra,07041,Petra,MALLORCA,Municipi,Almacén y estacionamiento,83.0,1227.06,14783.86
2024,07041 Petra,07041,Petra,MALLORCA,Municipi,Comercial,21.0,1179.73,56177.62
2024,07041 Petra,07041,Petra,MALLORCA,Municipi,Cultural,4.0,925.65,231412.5
2024,07041 Petra,07041,Petra,MALLORCA,Municipi,Ocio y hostelería,5.0,436.29,87258.0
2024,07041 Petra,07041,Petra,MALLORCA,Municipi,Industrial,370.0,9586.65,25909.86
2024,07041 Petra,07041,Petra,MALLORCA,Municipi,Deportivo,15.0,433.08,28872.0
2024,07041 Petra,07041,Petra,MALLORCA,Municipi,Suelo vacante,219.0,3237.52,14783.2
2024,07041 Petra,07041,Petra,MALLORCA,Municipi,Oficinas,9.0,547.86,60873.33
2024,07041 Petra,07041,Petra,MALLORCA,Municipi,Edificio singular,2.0,,
2024,07041 Petra,07041,Petra,MALLORCA,Municipi,Religioso,5.0,926.84,185368.0
2024,07041 Petra,07041,Petra,MALLORCA,Municipi,Espectáculos,0.0,,
2024,07041 Petra,07041,Petra,MALLORCA,Municipi,Residencial,1982.0,80967.03,40851.18
2024,07041 Petra,07041,Petra,MALLORCA,Municipi,Sanidad y beneficencia,2.0,,
2024,07041 Petra,07041,Petra,MALLORCA,Municipi,Otros usos,,,
2024,07042 Pollença,07042,Pollença,MALLORCA,Municipi,TOTAL USOS,15221.0,1714984.24,112672.24
2024,07042 Pollença,07042,Pollença,MALLORCA,Municipi,Almacén y estacionamiento,2796.0,47477.28,16980.43
2024,07042 Pollença,07042,Pollença,MALLORCA,Municipi,Comercial,743.0,81321.37,109450.03
2024,07042 Pollença,07042,Pollença,MALLORCA,Municipi,Cultural,16.0,15036.63,939789.38
2024,07042 Pollença,07042,Pollença,MALLORCA,Municipi,Ocio y hostelería,809.0,255316.19,315594.8
2024,07042 Pollença,07042,Pollença,MALLORCA,Municipi,Industrial,185.0,26854.45,145159.19
2024,07042 Pollença,07042,Pollença,MALLORCA,Municipi,Deportivo,25.0,31390.01,1255600.4
2024,07042 Pollença,07042,Pollença,MALLORCA,Municipi,Suelo vacante,638.0,71180.02,111567.43
2024,07042 Pollença,07042,Pollença,MALLORCA,Municipi,Oficinas,89.0,11091.38,124622.25
2024,07042 Pollença,07042,Pollença,MALLORCA,Municipi,Edificio singular,2.0,,
2024,07042 Pollença,07042,Pollença,MALLORCA,Municipi,Religioso,7.0,3522.41,503201.43
2024,07042 Pollença,07042,Pollença,MALLORCA,Municipi,Espectáculos,0.0,,
2024,07042 Pollença,07042,Pollença,MALLORCA,Municipi,Residencial,9901.0,1163688.33,117532.4
2024,07042 Pollença,07042,Pollença,MALLORCA,Municipi,Sanidad y beneficencia,10.0,4058.66,405866.0
2024,07042 Pollença,07042,Pollença,MALLORCA,Municipi,Otros usos,,,
2024,07043 Porreres,07043,Porreres,MALLORCA,Municipi,TOTAL USOS,3532.0,220994.34,62569.18
2024,07043 Porreres,07043,Porreres,MALLORCA,Municipi,Almacén y estacionamiento,627.0,7079.54,11291.13
2024,07043 Porreres,07043,Porreres,MALLORCA,Municipi,Comercial,78.0,5106.26,65464.87
2024,07043 Porreres,07043,Porreres,MALLORCA,Municipi,Cultural,6.0,3068.86,511476.67
2024,07043 Porreres,07043,Porreres,MALLORCA,Municipi,Ocio y hostelería,4.0,398.45,99612.5
2024,07043 Porreres,07043,Porreres,MALLORCA,Municipi,Industrial,326.0,23026.48,70633.37
2024,07043 Porreres,07043,Porreres,MALLORCA,Municipi,Deportivo,8.0,2345.66,293207.5
2024,07043 Porreres,07043,Porreres,MALLORCA,Municipi,Suelo vacante,275.0,10309.52,37489.16
2024,07043 Porreres,07043,Porreres,MALLORCA,Municipi,Oficinas,18.0,2087.43,115968.33
2024,07043 Porreres,07043,Porreres,MALLORCA,Municipi,Edificio singular,4.0,1610.92,402730.0
2024,07043 Porreres,07043,Porreres,MALLORCA,Municipi,Religioso,5.0,2818.4,563680.0
2024,07043 Porreres,07043,Porreres,MALLORCA,Municipi,Espectáculos,0.0,,
2024,07043 Porreres,07043,Porreres,MALLORCA,Municipi,Residencial,2177.0,161637.97,74248.03
2024,07043 Porreres,07043,Porreres,MALLORCA,Municipi,Sanidad y beneficencia,4.0,1504.84,376210.0
2024,07043 Porreres,07043,Porreres,MALLORCA,Municipi,Otros usos,,,
2024,07044 Pobla (Sa),07044,Pobla (Sa),MALLORCA,Municipi,TOTAL USOS,8498.0,434243.53,51099.5
2024,07044 Pobla (Sa),07044,Pobla (Sa),MALLORCA,Municipi,Almacén y estacionamiento,1537.0,13526.31,8800.46
2024,07044 Pobla (Sa),07044,Pobla (Sa),MALLORCA,Municipi,Comercial,252.0,18576.71,73717.1
2024,07044 Pobla (Sa),07044,Pobla (Sa),MALLORCA,Municipi,Cultural,7.0,4803.92,686274.29
2024,07044 Pobla (Sa),07044,Pobla (Sa),MALLORCA,Municipi,Ocio y hostelería,6.0,1134.57,189095.0
2024,07044 Pobla (Sa),07044,Pobla (Sa),MALLORCA,Municipi,Industrial,428.0,29331.91,68532.5
2024,07044 Pobla (Sa),07044,Pobla (Sa),MALLORCA,Municipi,Deportivo,7.0,3499.17,499881.43
2024,07044 Pobla (Sa),07044,Pobla (Sa),MALLORCA,Municipi,Suelo vacante,617.0,23537.98,38149.08
2024,07044 Pobla (Sa),07044,Pobla (Sa),MALLORCA,Municipi,Oficinas,44.0,2709.25,61573.86
2024,07044 Pobla (Sa),07044,Pobla (Sa),MALLORCA,Municipi,Edificio singular,2.0,,
2024,07044 Pobla (Sa),07044,Pobla (Sa),MALLORCA,Municipi,Religioso,2.0,,
2024,07044 Pobla (Sa),07044,Pobla (Sa),MALLORCA,Municipi,Espectáculos,1.0,,
2024,07044 Pobla (Sa),07044,Pobla (Sa),MALLORCA,Municipi,Residencial,5587.0,332531.2,59518.74
2024,07044 Pobla (Sa),07044,Pobla (Sa),MALLORCA,Municipi,Sanidad y beneficencia,8.0,3079.68,384960.0
2024,07044 Pobla (Sa),07044,Pobla (Sa),MALLORCA,Municipi,Otros usos,,,
