periode_codi,any,mes,tipus_periode,codi_municipi,municipi,illa,ocupacio_apartaments_pct,ocupacio_places_pct,ocupacio_apartaments_cap_setmana_pct,ocupacio_places_cap_setmana_pct,qualitat
2017-M04,2017,4,mensual,07054,Santa Eulària des Riu,Eivissa,,,,,U
2017-M04,2017,4,mensual,07057,Santanyí,Mallorca,56.44,45.62,59.18,47.99,A
2017-M04,2017,4,mensual,07062,Son Servera,Mallorca,,,,,U
2017-M05,2017,5,mensual,07003,Alcúdia,Mallorca,79.19,68.22,84.69,74.44,A
2017-M05,2017,5,mensual,07011,Calvià,Mallorca,69.57,50.86,73.94,54.79,A
2017-M05,2017,5,mensual,07015,Ciutadella de Menorca,Menorca,41.2,33.41,43.13,35.92,A
2017-M05,2017,5,mensual,07022,Felanitx,Mallorca,45.15,35.38,45.6,36.26,A
2017-M05,2017,5,mensual,07024,Formentera,Formentera,37.67,28.6,41.15,32.13,A
2017-M05,2017,5,mensual,07026,Eivissa,Eivissa,72.43,50.62,81.74,59.12,A
2017-M05,2017,5,mensual,07040,Palma,Mallorca,76.6,60.5,86.7,71.56,A
2017-M05,2017,5,mensual,07042,Pollença,Mallorca,78.5,59.0,77.86,58.18,A
2017-M05,2017,5,mensual,07046,Sant Antoni de Portmany,Eivissa,58.58,45.4,57.96,43.42,A
2017-M05,2017,5,mensual,07048,Sant Josep de sa Talaia,Eivissa,63.12,48.69,68.75,52.06,A
2017-M05,2017,5,mensual,07051,Sant Llorenç des Cardassar,Mallorca,68.0,56.37,68.32,57.22,A
2017-M05,2017,5,mensual,07052,Sant Lluís,Menorca,,,,,U
2017-M05,2017,5,mensual,07054,Santa Eulària des Riu,Eivissa,55.34,35.52,58.96,37.74,A
2017-M05,2017,5,mensual,07057,Santanyí,Mallorca,61.17,49.69,62.27,49.93,A
2017-M05,2017,5,mensual,07062,Son Servera,Mallorca,83.18,57.72,84.96,59.49,A
2017-M06,2017,6,mensual,07003,Alcúdia,Mallorca,91.24,77.62,91.0,78.73,A
2017-M06,2017,6,mensual,07011,Calvià,Mallorca,86.2,69.74,86.09,70.37,A
2017-M06,2017,6,mensual,07015,Ciutadella de Menorca,Menorca,84.4,70.85,84.06,70.51,A
2017-M06,2017,6,mensual,07022,Felanitx,Mallorca,73.28,59.7,72.1,59.43,A
2017-M06,2017,6,mensual,07024,Formentera,Formentera,72.62,57.78,72.91,56.95,A
2017-M06,2017,6,mensual,07026,Eivissa,Eivissa,87.02,66.97,88.39,69.72,A
2017-M06,2017,6,mensual,07040,Palma,Mallorca,82.0,58.65,88.18,67.26,A
2017-M06,2017,6,mensual,07042,Pollença,Mallorca,85.64,72.06,85.12,71.78,A
2017-M06,2017,6,mensual,07046,Sant Antoni de Portmany,Eivissa,76.84,68.96,75.15,66.9,A
2017-M06,2017,6,mensual,07048,Sant Josep de sa Talaia,Eivissa,68.82,57.21,70.93,60.36,A
2017-M06,2017,6,mensual,07051,Sant Llorenç des Cardassar,Mallorca,,,,,U
2017-M06,2017,6,mensual,07052,Sant Lluís,Menorca,,,,,U
2017-M06,2017,6,mensual,07054,Santa Eulària des Riu,Eivissa,71.27,54.12,69.92,53.13,A
2017-M06,2017,6,mensual,07057,Santanyí,Mallorca,83.45,77.06,80.98,75.29,A
2017-M06,2017,6,mensual,07062,Son Servera,Mallorca,96.34,82.84,95.59,81.32,A
2017-M07,2017,7,mensual,07003,Alcúdia,Mallorca,93.38,95.52,92.75,95.41,A
2017-M07,2017,7,mensual,07011,Calvià,Mallorca,89.53,76.15,90.45,77.28,A
2017-M07,2017,7,mensual,07015,Ciutadella de Menorca,Menorca,89.45,79.03,89.73,79.36,A
2017-M07,2017,7,mensual,07022,Felanitx,Mallorca,62.0,62.29,62.51,63.07,A
2017-M07,2017,7,mensual,07024,Formentera,Formentera,78.74,68.0,80.62,69.71,A
2017-M07,2017,7,mensual,07026,Eivissa,Eivissa,84.93,64.85,90.4,69.69,A
2017-M07,2017,7,mensual,07040,Palma,Mallorca,83.15,61.28,87.1,65.49,A
2017-M07,2017,7,mensual,07042,Pollença,Mallorca,92.14,80.54,92.5,81.31,A
2017-M07,2017,7,mensual,07046,Sant Antoni de Portmany,Eivissa,85.37,81.12,87.66,83.29,A
2017-M07,2017,7,mensual,07048,Sant Josep de sa Talaia,Eivissa,79.38,66.43,84.2,71.27,A
2017-M07,2017,7,mensual,07051,Sant Llorenç des Cardassar,Mallorca,93.91,80.2,95.13,81.89,A
2017-M07,2017,7,mensual,07052,Sant Lluís,Menorca,,,,,U
2017-M07,2017,7,mensual,07054,Santa Eulària des Riu,Eivissa,81.83,68.28,83.75,69.91,A
2017-M07,2017,7,mensual,07057,Santanyí,Mallorca,86.83,87.2,86.63,87.04,A
2017-M07,2017,7,mensual,07062,Son Servera,Mallorca,97.03,87.78,96.38,86.77,A
2017-M08,2017,8,mensual,07003,Alcúdia,Mallorca,96.21,97.13,96.13,97.1,A
2017-M08,2017,8,mensual,07011,Calvià,Mallorca,91.6,78.16,92.29,78.95,A
2017-M08,2017,8,mensual,07015,Ciutadella de Menorca,Menorca,90.12,80.99,90.56,81.62,A
2017-M08,2017,8,mensual,07022,Felanitx,Mallorca,60.13,64.26,62.07,64.81,A
2017-M08,2017,8,mensual,07024,Formentera,Formentera,80.48,67.91,82.65,69.86,A
2017-M08,2017,8,mensual,07026,Eivissa,Eivissa,89.95,72.2,92.17,74.81,A
2017-M08,2017,8,mensual,07040,Palma,Mallorca,87.21,76.95,87.98,78.96,A
2017-M08,2017,8,mensual,07042,Pollença,Mallorca,92.36,85.08,93.44,86.17,A
2017-M08,2017,8,mensual,07046,Sant Antoni de Portmany,Eivissa,92.06,84.92,94.64,87.51,A
2017-M08,2017,8,mensual,07048,Sant Josep de sa Talaia,Eivissa,85.44,72.78,89.4,76.42,A
2017-M08,2017,8,mensual,07051,Sant Llorenç des Cardassar,Mallorca,,,,,U
2017-M08,2017,8,mensual,07052,Sant Lluís,Menorca,,,,,U
2017-M08,2017,8,mensual,07054,Santa Eulària des Riu,Eivissa,76.73,65.0,78.61,67.15,A
2017-M08,2017,8,mensual,07057,Santanyí,Mallorca,87.41,84.0,88.38,85.03,A
2017-M08,2017,8,mensual,07062,Son Servera,Mallorca,90.32,76.2,89.55,75.67,A
2017-M09,2017,9,mensual,07003,Alcúdia,Mallorca,93.77,88.11,93.79,87.75,A
2017-M09,2017,9,mensual,07011,Calvià,Mallorca,90.66,69.73,89.6,69.53,A
2017-M09,2017,9,mensual,07015,Ciutadella de Menorca,Menorca,85.09,67.02,83.01,65.68,A
2017-M09,2017,9,mensual,07022,Felanitx,Mallorca,60.09,53.9,59.72,53.25,A
2017-M09,2017,9,mensual,07024,Formentera,Formentera,74.22,57.68,73.64,58.08,A
2017-M09,2017,9,mensual,07026,Eivissa,Eivissa,84.8,63.96,87.06,66.32,A
2017-M09,2017,9,mensual,07040,Palma,Mallorca,80.19,67.75,87.12,74.46,A
2017-M09,2017,9,mensual,07042,Pollença,Mallorca,91.67,74.17,91.04,73.95,A
2017-M09,2017,9,mensual,07046,Sant Antoni de Portmany,Eivissa,86.18,76.71,84.14,74.6,A
2017-M09,2017,9,mensual,07048,Sant Josep de sa Talaia,Eivissa,81.43,62.58,82.09,64.13,A
2017-M09,2017,9,mensual,07051,Sant Llorenç des Cardassar,Mallorca,,,,,U
2017-M09,2017,9,mensual,07052,Sant Lluís,Menorca,,,,,U
2017-M09,2017,9,mensual,07054,Santa Eulària des Riu,Eivissa,77.77,55.9,77.39,55.78,A
2017-M09,2017,9,mensual,07057,Santanyí,Mallorca,82.85,72.04,80.53,70.09,A
2017-M09,2017,9,mensual,07062,Son Servera,Mallorca,94.8,76.84,92.95,75.66,A
2017-M10,2017,10,mensual,07003,Alcúdia,Mallorca,51.42,54.51,50.98,55.27,A
2017-M10,2017,10,mensual,07011,Calvià,Mallorca,79.57,58.47,80.34,58.78,A
2017-M10,2017,10,mensual,07015,Ciutadella de Menorca,Menorca,46.38,36.79,41.78,33.24,A
2017-M10,2017,10,mensual,07022,Felanitx,Mallorca,,,,,U
2017-M10,2017,10,mensual,07024,Formentera,Formentera,20.86,17.56,19.86,16.92,A
2017-M10,2017,10,mensual,07026,Eivissa,Eivissa,63.5,47.72,65.59,50.53,A
2017-M10,2017,10,mensual,07040,Palma,Mallorca,72.04,58.85,78.77,63.66,A
2017-M10,2017,10,mensual,07042,Pollença,Mallorca,56.59,44.29,54.28,42.59,A
2017-M10,2017,10,mensual,07046,Sant Antoni de Portmany,Eivissa,39.07,28.97,37.87,28.23,A
2017-M10,2017,10,mensual,07048,Sant Josep de sa Talaia,Eivissa,45.41,39.13,46.04,40.62,A
2017-M10,2017,10,mensual,07051,Sant Llorenç des Cardassar,Mallorca,28.75,27.47,26.07,24.98,A
2017-M10,2017,10,mensual,07052,Sant Lluís,Menorca,,,,,U
2017-M10,2017,10,mensual,07054,Santa Eulària des Riu,Eivissa,55.8,36.47,54.67,37.0,A
2017-M10,2017,10,mensual,07057,Santanyí,Mallorca,77.0,70.57,78.8,71.99,A
2017-M10,2017,10,mensual,07062,Son Servera,Mallorca,84.51,69.29,84.46,68.91,A
2017-M11,2017,11,mensual,07003,Alcúdia,Mallorca,,,,,U
2017-M11,2017,11,mensual,07011,Calvià,Mallorca,67.9,37.13,69.59,38.16,A
2017-M11,2017,11,mensual,07015,Ciutadella de Menorca,Menorca,,,,,U
2017-M11,2017,11,mensual,07022,Felanitx,Mallorca,,,,,U
2017-M11,2017,11,mensual,07024,Formentera,Formentera,,,,,U
2017-M11,2017,11,mensual,07026,Eivissa,Eivissa,,,,,U
2017-M11,2017,11,mensual,07040,Palma,Mallorca,66.97,40.54,62.88,41.54,A
2017-M11,2017,11,mensual,07042,Pollença,Mallorca,,,,,U
2017-M11,2017,11,mensual,07046,Sant Antoni de Portmany,Eivissa,,,,,U
2017-M11,2017,11,mensual,07048,Sant Josep de sa Talaia,Eivissa,,,,,U
2017-M11,2017,11,mensual,07051,Sant Llorenç des Cardassar,Mallorca,,,,,U
2017-M11,2017,11,mensual,07052,Sant Lluís,Menorca,,,,,U
2017-M11,2017,11,mensual,07054,Santa Eulària des Riu,Eivissa,,,,,U
2017-M11,2017,11,mensual,07057,Santanyí,Mallorca,,,,,U
2017-M11,2017,11,mensual,07062,Son Servera,Mallorca,,,,,U
2017-M12,2017,12,mensual,07003,Alcúdia,Mallorca,,,,,U
2017-M12,2017,12,mensual,07011,Calvià,Mallorca,60.5,44.97,65.52,48.7,A
2017-M12,2017,12,mensual,07015,Ciutadella de Menorca,Menorca,,,,,U
2017-M12,2017,12,mensual,07022,Felanitx,Mallorca,,,,,U
2017-M12,2017,12,mensual,07024,Formentera,Formentera,,,,,U
2017-M12,2017,12,mensual,07026,Eivissa,Eivissa,,,,,U
2017-M12,2017,12,mensual,07040,Palma,Mallorca,52.63,33.33,57.14,38.41,A
2017-M12,2017,12,mensual,07042,Pollença,Mallorca,,,,,U
2017-M12,2017,12,mensual,07046,Sant Antoni de Portmany,Eivissa,,,,,U
2017-M12,2017,12,mensual,07048,Sant Josep de sa Talaia,Eivissa,,,,,U
2017-M12,2017,12,mensual,07051,Sant Llorenç des Cardassar,Mallorca,,,,,U
2017-M12,2017,12,mensual,07052,Sant Lluís,Menorca,,,,,U
2017-M12,2017,12,mensual,07054,Santa Eulària des Riu,Eivissa,,,,,U
2017-M12,2017,12,mensual,07057,Santanyí,Mallorca,,,,,U
2017-M12,2017,12,mensual,07062,Son Servera,Mallorca,,,,,U
2018,2018,,anual,07003,Alcúdia,Mallorca,77.93,74.35,77.81,74.3,A
2018,2018,,anual,07011,Calvià,Mallorca,78.78,62.19,80.73,63.82,A
2018,2018,,anual,07015,Ciutadella de Menorca,Menorca,73.78,59.39,73.73,59.51,A
2018,2018,,anual,07022,Felanitx,Mallorca,62.29,51.57,63.3,52.78,A
2018,2018,,anual,07024,Formentera,Formentera,64.3,55.62,65.86,57.15,A
2018,2018,,anual,07026,Eivissa,Eivissa,79.48,61.88,82.76,65.35,A
2018,2018,,anual,07040,Palma,Mallorca,79.25,70.07,82.02,73.4,A
2018,2018,,anual,07042,Pollença,Mallorca,81.17,67.32,81.59,67.63,A
2018,2018,,anual,07046,Sant Antoni de Portmany,Eivissa,74.17,66.02,74.46,66.16,A
2018,2018,,anual,07048,Sant Josep de sa Talaia,Eivissa,73.51,59.28,76.99,62.49,A
2018,2018,,anual,07051,Sant Llorenç des Cardassar,Mallorca,85.1,74.87,85.29,75.51,A
2018,2018,,anual,07052,Sant Lluís,Menorca,,,,,U
2018,2018,,anual,07054,Santa Eulària des Riu,Eivissa,77.11,59.22,76.3,58.36,A
2018,2018,,anual,07057,Santanyí,Mallorca,81.45,70.73,80.74,70.3,A
2018,2018,,anual,07062,Son Servera,Mallorca,80.24,71.53,80.63,72.27,A
2018-M01,2018,1,mensual,07003,Alcúdia,Mallorca,,,,,U
2018-M01,2018,1,mensual,07011,Calvià,Mallorca,63.07,43.09,63.21,43.03,A
2018-M01,2018,1,mensual,07015,Ciutadella de Menorca,Menorca,,,,,U
2018-M01,2018,1,mensual,07022,Felanitx,Mallorca,,,,,U
2018-M01,2018,1,mensual,07024,Formentera,Formentera,,,,,U
2018-M01,2018,1,mensual,07026,Eivissa,Eivissa,,,,,U
2018-M01,2018,1,mensual,07040,Palma,Mallorca,,,,,U
2018-M01,2018,1,mensual,07042,Pollença,Mallorca,,,,,U
2018-M01,2018,1,mensual,07046,Sant Antoni de Portmany,Eivissa,,,,,U
2018-M01,2018,1,mensual,07048,Sant Josep de sa Talaia,Eivissa,,,,,U
2018-M01,2018,1,mensual,07051,Sant Llorenç des Cardassar,Mallorca,,,,,U
2018-M01,2018,1,mensual,07052,Sant Lluís,Menorca,,,,,U
2018-M01,2018,1,mensual,07054,Santa Eulària des Riu,Eivissa,,,,,U
2018-M01,2018,1,mensual,07057,Santanyí,Mallorca,,,,,U
2018-M01,2018,1,mensual,07062,Son Servera,Mallorca,,,,,U
2018-M02,2018,2,mensual,07003,Alcúdia,Mallorca,,,,,U
2018-M02,2018,2,mensual,07011,Calvià,Mallorca,65.53,29.66,66.74,29.85,A
2018-M02,2018,2,mensual,07015,Ciutadella de Menorca,Menorca,,,,,U
2018-M02,2018,2,mensual,07022,Felanitx,Mallorca,,,,,U
2018-M02,2018,2,mensual,07024,Formentera,Formentera,,,,,U
2018-M02,2018,2,mensual,07026,Eivissa,Eivissa,,,,,U
2018-M02,2018,2,mensual,07040,Palma,Mallorca,57.66,38.24,52.28,38.48,A
2018-M02,2018,2,mensual,07042,Pollença,Mallorca,,,,,U
2018-M02,2018,2,mensual,07046,Sant Antoni de Portmany,Eivissa,,,,,U
2018-M02,2018,2,mensual,07048,Sant Josep de sa Talaia,Eivissa,,,,,U
2018-M02,2018,2,mensual,07051,Sant Llorenç des Cardassar,Mallorca,,,,,U
2018-M02,2018,2,mensual,07052,Sant Lluís,Menorca,,,,,U
2018-M02,2018,2,mensual,07054,Santa Eulària des Riu,Eivissa,,,,,U
2018-M02,2018,2,mensual,07057,Santanyí,Mallorca,,,,,U
2018-M02,2018,2,mensual,07062,Son Servera,Mallorca,,,,,U
2018-M03,2018,3,mensual,07003,Alcúdia,Mallorca,,,,,U
2018-M03,2018,3,mensual,07011,Calvià,Mallorca,61.05,46.32,61.62,47.52,A
2018-M03,2018,3,mensual,07015,Ciutadella de Menorca,Menorca,,,,,U
2018-M03,2018,3,mensual,07022,Felanitx,Mallorca,,,,,U
2018-M03,2018,3,mensual,07024,Formentera,Formentera,,,,,U
2018-M03,2018,3,mensual,07026,Eivissa,Eivissa,,,,,U
2018-M03,2018,3,mensual,07040,Palma,Mallorca,67.75,48.34,66.16,50.28,A
2018-M03,2018,3,mensual,07042,Pollença,Mallorca,70.92,62.81,71.94,63.5,A
2018-M03,2018,3,mensual,07046,Sant Antoni de Portmany,Eivissa,,,,,U
2018-M03,2018,3,mensual,07048,Sant Josep de sa Talaia,Eivissa,,,,,U
2018-M03,2018,3,mensual,07051,Sant Llorenç des Cardassar,Mallorca,,,,,U
2018-M03,2018,3,mensual,07052,Sant Lluís,Menorca,,,,,U
2018-M03,2018,3,mensual,07054,Santa Eulària des Riu,Eivissa,,,,,U
2018-M03,2018,3,mensual,07057,Santanyí,Mallorca,,,,,U
2018-M03,2018,3,mensual,07062,Son Servera,Mallorca,,,,,U
2018-M04,2018,4,mensual,07003,Alcúdia,Mallorca,,,,,U
2018-M04,2018,4,mensual,07011,Calvià,Mallorca,68.54,50.79,70.38,53.42,A
2018-M04,2018,4,mensual,07015,Ciutadella de Menorca,Menorca,,,,,U
2018-M04,2018,4,mensual,07022,Felanitx,Mallorca,,,,,U
2018-M04,2018,4,mensual,07024,Formentera,Formentera,,,,,U
2018-M04,2018,4,mensual,07026,Eivissa,Eivissa,73.08,56.34,81.59,63.31,A
2018-M04,2018,4,mensual,07040,Palma,Mallorca,75.57,74.79,85.69,86.03,A
2018-M04,2018,4,mensual,07042,Pollença,Mallorca,65.6,59.77,70.23,59.8,A
2018-M04,2018,4,mensual,07046,Sant Antoni de Portmany,Eivissa,,,,,U
2018-M04,2018,4,mensual,07048,Sant Josep de sa Talaia,Eivissa,,,,,U
2018-M04,2018,4,mensual,07051,Sant Llorenç des Cardassar,Mallorca,,,,,U
2018-M04,2018,4,mensual,07052,Sant Lluís,Menorca,,,,,U
2018-M04,2018,4,mensual,07054,Santa Eulària des Riu,Eivissa,,,,,U
2018-M04,2018,4,mensual,07057,Santanyí,Mallorca,48.39,36.41,47.37,34.64,A
2018-M04,2018,4,mensual,07062,Son Servera,Mallorca,,,,,U
2018-M05,2018,5,mensual,07003,Alcúdia,Mallorca,71.96,65.82,70.74,64.82,A
2018-M05,2018,5,mensual,07011,Calvià,Mallorca,77.04,59.44,80.97,63.19,A
2018-M05,2018,5,mensual,07015,Ciutadella de Menorca,Menorca,37.97,31.34,39.22,32.59,A
2018-M05,2018,5,mensual,07022,Felanitx,Mallorca,30.66,19.18,28.58,18.54,A
2018-M05,2018,5,mensual,07024,Formentera,Formentera,40.66,32.22,46.86,37.53,A
2018-M05,2018,5,mensual,07026,Eivissa,Eivissa,72.39,53.04,76.55,57.05,A
2018-M05,2018,5,mensual,07040,Palma,Mallorca,84.91,83.81,88.77,88.69,A
2018-M05,2018,5,mensual,07042,Pollença,Mallorca,78.84,61.05,78.65,60.48,A
2018-M05,2018,5,mensual,07046,Sant Antoni de Portmany,Eivissa,69.0,59.3,69.13,58.43,A
2018-M05,2018,5,mensual,07048,Sant Josep de sa Talaia,Eivissa,65.37,48.3,69.46,51.7,A
2018-M05,2018,5,mensual,07051,Sant Llorenç des Cardassar,Mallorca,82.36,68.34,84.18,69.8,A
2018-M05,2018,5,mensual,07052,Sant Lluís,Menorca,,,,,U
2018-M05,2018,5,mensual,07054,Santa Eulària des Riu,Eivissa,40.65,31.06,38.59,29.48,A
2018-M05,2018,5,mensual,07057,Santanyí,Mallorca,74.97,65.33,73.63,64.66,A
2018-M05,2018,5,mensual,07062,Son Servera,Mallorca,70.86,67.34,67.59,65.29,A
2018-M06,2018,6,mensual,07003,Alcúdia,Mallorca,84.88,81.34,84.68,80.84,A
2018-M06,2018,6,mensual,07011,Calvià,Mallorca,83.26,69.47,84.68,70.32,A
2018-M06,2018,6,mensual,07015,Ciutadella de Menorca,Menorca,78.48,59.22,77.4,58.44,A
2018-M06,2018,6,mensual,07022,Felanitx,Mallorca,63.88,54.58,65.68,55.96,A
2018-M06,2018,6,mensual,07024,Formentera,Formentera,71.56,59.68,70.21,58.33,A
2018-M06,2018,6,mensual,07026,Eivissa,Eivissa,84.47,64.03,85.4,65.61,A
2018-M06,2018,6,mensual,07040,Palma,Mallorca,93.83,87.81,95.2,88.15,A
2018-M06,2018,6,mensual,07042,Pollença,Mallorca,77.66,59.4,77.14,59.46,A
2018-M06,2018,6,mensual,07046,Sant Antoni de Portmany,Eivissa,81.58,77.9,81.78,78.1,A
2018-M06,2018,6,mensual,07048,Sant Josep de sa Talaia,Eivissa,77.59,59.96,81.07,63.55,A
2018-M06,2018,6,mensual,07051,Sant Llorenç des Cardassar,Mallorca,79.24,68.65,77.21,67.7,A
2018-M06,2018,6,mensual,07052,Sant Lluís,Menorca,,,,,U
2018-M06,2018,6,mensual,07054,Santa Eulària des Riu,Eivissa,83.5,62.37,81.9,59.85,A
2018-M06,2018,6,mensual,07057,Santanyí,Mallorca,80.98,66.75,79.59,65.76,A
2018-M06,2018,6,mensual,07062,Son Servera,Mallorca,89.06,78.23,89.98,78.7,A
2018-M07,2018,7,mensual,07003,Alcúdia,Mallorca,94.91,92.85,95.14,92.75,A
2018-M07,2018,7,mensual,07011,Calvià,Mallorca,80.57,66.91,81.83,67.38,A
2018-M07,2018,7,mensual,07015,Ciutadella de Menorca,Menorca,89.87,73.07,90.58,74.34,A
2018-M07,2018,7,mensual,07022,Felanitx,Mallorca,72.76,67.75,75.24,70.06,A
2018-M07,2018,7,mensual,07024,Formentera,Formentera,78.81,70.86,78.99,71.64,A
2018-M07,2018,7,mensual,07026,Eivissa,Eivissa,89.01,70.7,92.32,74.39,A
2018-M07,2018,7,mensual,07040,Palma,Mallorca,94.84,93.69,96.2,95.35,A
2018-M07,2018,7,mensual,07042,Pollença,Mallorca,90.89,75.25,91.61,77.42,A
2018-M07,2018,7,mensual,07046,Sant Antoni de Portmany,Eivissa,80.71,73.91,80.44,73.77,A
2018-M07,2018,7,mensual,07048,Sant Josep de sa Talaia,Eivissa,81.2,67.76,85.16,71.59,A
2018-M07,2018,7,mensual,07051,Sant Llorenç des Cardassar,Mallorca,90.69,88.56,89.09,88.83,A
2018-M07,2018,7,mensual,07052,Sant Lluís,Menorca,,,,,U
2018-M07,2018,7,mensual,07054,Santa Eulària des Riu,Eivissa,90.88,65.8,92.29,66.54,A
2018-M07,2018,7,mensual,07057,Santanyí,Mallorca,86.29,79.51,85.97,79.96,A
2018-M07,2018,7,mensual,07062,Son Servera,Mallorca,95.74,84.29,95.26,84.76,A
2018-M08,2018,8,mensual,07003,Alcúdia,Mallorca,89.48,90.77,89.14,90.95,A
2018-M08,2018,8,mensual,07011,Calvià,Mallorca,81.83,68.02,82.67,68.87,A
2018-M08,2018,8,mensual,07015,Ciutadella de Menorca,Menorca,91.79,78.84,91.89,78.75,A
2018-M08,2018,8,mensual,07022,Felanitx,Mallorca,72.34,68.61,71.39,66.85,A
2018-M08,2018,8,mensual,07024,Formentera,Formentera,81.63,75.79,82.31,76.93,A
2018-M08,2018,8,mensual,07026,Eivissa,Eivissa,84.54,70.21,84.88,72.16,A
2018-M08,2018,8,mensual,07040,Palma,Mallorca,92.43,87.19,92.05,87.61,A
2018-M08,2018,8,mensual,07042,Pollença,Mallorca,93.78,86.94,93.7,87.02,A
2018-M08,2018,8,mensual,07046,Sant Antoni de Portmany,Eivissa,79.32,72.67,80.88,74.06,A
2018-M08,2018,8,mensual,07048,Sant Josep de sa Talaia,Eivissa,80.38,69.25,81.88,70.36,A
2018-M08,2018,8,mensual,07051,Sant Llorenç des Cardassar,Mallorca,94.28,90.01,93.24,89.02,A
2018-M08,2018,8,mensual,07052,Sant Lluís,Menorca,,,,,U
2018-M08,2018,8,mensual,07054,Santa Eulària des Riu,Eivissa,87.03,79.07,84.44,76.91,A
2018-M08,2018,8,mensual,07057,Santanyí,Mallorca,87.29,84.92,86.77,84.43,A
2018-M08,2018,8,mensual,07062,Son Servera,Mallorca,91.5,73.62,92.06,74.67,A
2018-M09,2018,9,mensual,07003,Alcúdia,Mallorca,90.03,78.32,88.83,77.65,A
2018-M09,2018,9,mensual,07011,Calvià,Mallorca,85.57,64.81,87.67,66.6,A
2018-M09,2018,9,mensual,07015,Ciutadella de Menorca,Menorca,79.41,57.64,78.51,56.85,A
2018-M09,2018,9,mensual,07022,Felanitx,Mallorca,72.01,55.81,73.41,59.04,A
2018-M09,2018,9,mensual,07024,Formentera,Formentera,74.82,64.04,75.4,64.85,A
2018-M09,2018,9,mensual,07026,Eivissa,Eivissa,88.34,63.82,90.98,66.76,A
2018-M09,2018,9,mensual,07040,Palma,Mallorca,88.47,77.68,92.66,81.18,A
2018-M09,2018,9,mensual,07042,Pollença,Mallorca,89.56,74.2,88.53,73.11,A
2018-M09,2018,9,mensual,07046,Sant Antoni de Portmany,Eivissa,77.07,65.05,77.27,64.72,A
2018-M09,2018,9,mensual,07048,Sant Josep de sa Talaia,Eivissa,78.06,61.19,80.86,63.49,A
2018-M09,2018,9,mensual,07051,Sant Llorenç des Cardassar,Mallorca,92.72,68.08,90.54,66.05,A
2018-M09,2018,9,mensual,07052,Sant Lluís,Menorca,,,,,U
2018-M09,2018,9,mensual,07054,Santa Eulària des Riu,Eivissa,82.99,63.36,82.58,63.66,A
2018-M09,2018,9,mensual,07057,Santanyí,Mallorca,87.31,69.29,85.62,68.0,A
2018-M09,2018,9,mensual,07062,Son Servera,Mallorca,85.81,79.02,84.8,78.5,A
2018-M10,2018,10,mensual,07003,Alcúdia,Mallorca,51.82,50.42,54.58,53.08,A
2018-M10,2018,10,mensual,07011,Calvià,Mallorca,78.05,61.05,80.96,63.58,A
2018-M10,2018,10,mensual,07015,Ciutadella de Menorca,Menorca,30.92,31.63,30.68,31.51,A
2018-M10,2018,10,mensual,07022,Felanitx,Mallorca,,,,,U
2018-M10,2018,10,mensual,07024,Formentera,Formentera,37.19,30.8,41.05,33.86,A
2018-M10,2018,10,mensual,07026,Eivissa,Eivissa,67.31,52.69,73.81,58.81,A
2018-M10,2018,10,mensual,07040,Palma,Mallorca,58.15,47.36,63.54,50.62,A
2018-M10,2018,10,mensual,07042,Pollença,Mallorca,66.57,51.34,68.51,52.69,A
2018-M10,2018,10,mensual,07046,Sant Antoni de Portmany,Eivissa,51.16,40.4,51.02,40.96,A
2018-M10,2018,10,mensual,07048,Sant Josep de sa Talaia,Eivissa,47.03,42.63,53.73,49.57,A
2018-M10,2018,10,mensual,07051,Sant Llorenç des Cardassar,Mallorca,,,,,U
2018-M10,2018,10,mensual,07052,Sant Lluís,Menorca,,,,,U
2018-M10,2018,10,mensual,07054,Santa Eulària des Riu,Eivissa,62.16,43.44,62.38,43.24,A
2018-M10,2018,10,mensual,07057,Santanyí,Mallorca,78.38,66.02,79.58,66.9,A
2018-M10,2018,10,mensual,07062,Son Servera,Mallorca,70.02,70.18,71.13,71.84,A
2018-M11,2018,11,mensual,07003,Alcúdia,Mallorca,,,,,U
2018-M11,2018,11,mensual,07011,Calvià,Mallorca,56.72,38.26,58.74,41.04,A
2018-M11,2018,11,mensual,07015,Ciutadella de Menorca,Menorca,,,,,U
2018-M11,2018,11,mensual,07022,Felanitx,Mallorca,,,,,U
2018-M11,2018,11,mensual,07024,Formentera,Formentera,,,,,U
2018-M11,2018,11,mensual,07026,Eivissa,Eivissa,,,,,U
2018-M11,2018,11,mensual,07040,Palma,Mallorca,61.6,30.45,63.62,34.49,A
2018-M11,2018,11,mensual,07042,Pollença,Mallorca,,,,,U
2018-M11,2018,11,mensual,07046,Sant Antoni de Portmany,Eivissa,,,,,U
2018-M11,2018,11,mensual,07048,Sant Josep de sa Talaia,Eivissa,,,,,U
2018-M11,2018,11,mensual,07051,Sant Llorenç des Cardassar,Mallorca,,,,,U
2018-M11,2018,11,mensual,07052,Sant Lluís,Menorca,,,,,U
2018-M11,2018,11,mensual,07054,Santa Eulària des Riu,Eivissa,,,,,U
2018-M11,2018,11,mensual,07057,Santanyí,Mallorca,,,,,U
2018-M11,2018,11,mensual,07062,Son Servera,Mallorca,,,,,U
2018-M12,2018,12,mensual,07003,Alcúdia,Mallorca,,,,,U
2018-M12,2018,12,mensual,07011,Calvià,Mallorca,46.88,34.76,51.38,36.69,A
