periode_codi,any,mes,tipus_periode,codi_municipi,municipi,illa,ocupacio_places_pct,ocupacio_habitacions_pct,ocupacio_places_cap_setmana_pct,qualitat
2008,2008,,anual,07002,Alaior,Menorca,,,,U
2008,2008,,anual,07003,Alcúdia,Mallorca,69.73,69.66,69.01,A
2008,2008,,anual,07005,Andratx,Mallorca,64.43,62.8,63.9,A
2008,2008,,anual,07011,Calvià,Mallorca,73.7,73.16,72.97,A
2008,2008,,anual,07014,Capdepera,Mallorca,66.71,70.9,69.89,A
2008,2008,,anual,07015,Ciutadella de Menorca,Menorca,69.4,70.13,66.92,A
2008,2008,,anual,07022,Felanitx,Mallorca,,,,U
2008,2008,,anual,07024,Formentera,Formentera,65.89,70.51,69.91,A
2008,2008,,anual,07026,Eivissa,Eivissa,57.55,61.82,62.53,A
2008,2008,,anual,07031,Llucmajor,Mallorca,70.31,69.86,69.41,A
2008,2008,,anual,07032,Maó,Menorca,53.32,61.03,52.93,A
2008,2008,,anual,07033,Manacor,Mallorca,,,,U
2008,2008,,anual,07039,Muro,Mallorca,80.29,76.87,79.07,A
2008,2008,,anual,07040,Palma,Mallorca,66.71,69.16,68.66,A
2008,2008,,anual,07042,Pollença,Mallorca,76.66,77.79,79.48,A
2008,2008,,anual,07046,Sant Antoni de Portmany,Eivissa,67.67,65.12,69.22,A
2008,2008,,anual,07048,Sant Josep de sa Talaia,Eivissa,73.21,71.47,74.68,A
2008,2008,,anual,07050,Sant Joan de Labritja,Eivissa,,,,U
2008,2008,,anual,07051,Sant Llorenç des Cardassar,Mallorca,72.43,71.66,70.84,A
2008,2008,,anual,07052,Sant Lluís,Menorca,70.32,64.29,71.51,A
2008,2008,,anual,07054,Santa Eulària des Riu,Eivissa,67.69,66.99,69.34,A
2008,2008,,anual,07055,Santa Margalida,Mallorca,78.04,77.81,80.34,A
2008,2008,,anual,07057,Santanyí,Mallorca,67.19,65.68,65.27,A
2008,2008,,anual,07059,Ses Salines,Mallorca,73.43,74.23,74.73,A
2008,2008,,anual,07061,Sóller,Mallorca,70.75,69.72,71.63,A
2008,2008,,anual,07062,Son Servera,Mallorca,74.25,74.44,76.46,A
2008-M01,2008,1,mensual,07002,Alaior,Menorca,,,,U
2008-M01,2008,1,mensual,07003,Alcúdia,Mallorca,,,,U
2008-M01,2008,1,mensual,07005,Andratx,Mallorca,,,,U
2008-M01,2008,1,mensual,07011,Calvià,Mallorca,38.3,40.74,34.84,A
2008-M01,2008,1,mensual,07014,Capdepera,Mallorca,,,,U
2008-M01,2008,1,mensual,07015,Ciutadella de Menorca,Menorca,,,,U
2008-M01,2008,1,mensual,07022,Felanitx,Mallorca,,,,U
2008-M01,2008,1,mensual,07024,Formentera,Formentera,,,,U
2008-M01,2008,1,mensual,07026,Eivissa,Eivissa,29.9,37.71,27.96,A
2008-M01,2008,1,mensual,07031,Llucmajor,Mallorca,,,,U
2008-M01,2008,1,mensual,07032,Maó,Menorca,,,,U
2008-M01,2008,1,mensual,07033,Manacor,Mallorca,,,,U
2008-M01,2008,1,mensual,07039,Muro,Mallorca,0.0,0.0,0.0,A
2008-M01,2008,1,mensual,07040,Palma,Mallorca,47.63,53.78,45.58,A
2008-M01,2008,1,mensual,07042,Pollença,Mallorca,,,,U
2008-M01,2008,1,mensual,07046,Sant Antoni de Portmany,Eivissa,,,,U
2008-M01,2008,1,mensual,07048,Sant Josep de sa Talaia,Eivissa,,,,U
2008-M01,2008,1,mensual,07050,Sant Joan de Labritja,Eivissa,,,,U
2008-M01,2008,1,mensual,07051,Sant Llorenç des Cardassar,Mallorca,41.81,41.44,37.73,A
2008-M01,2008,1,mensual,07052,Sant Lluís,Menorca,0.0,0.0,0.0,A
2008-M01,2008,1,mensual,07054,Santa Eulària des Riu,Eivissa,,,,U
2008-M01,2008,1,mensual,07055,Santa Margalida,Mallorca,,,,U
2008-M01,2008,1,mensual,07057,Santanyí,Mallorca,,,,U
2008-M01,2008,1,mensual,07059,Ses Salines,Mallorca,,,,U
2008-M01,2008,1,mensual,07061,Sóller,Mallorca,,,,U
2008-M01,2008,1,mensual,07062,Son Servera,Mallorca,,,,U
2008-M02,2008,2,mensual,07002,Alaior,Menorca,,,,U
2008-M02,2008,2,mensual,07003,Alcúdia,Mallorca,,,,U
2008-M02,2008,2,mensual,07005,Andratx,Mallorca,,,,U
2008-M02,2008,2,mensual,07011,Calvià,Mallorca,50.45,55.22,51.12,A
2008-M02,2008,2,mensual,07014,Capdepera,Mallorca,,,,U
2008-M02,2008,2,mensual,07015,Ciutadella de Menorca,Menorca,,,,U
2008-M02,2008,2,mensual,07022,Felanitx,Mallorca,,,,U
2008-M02,2008,2,mensual,07024,Formentera,Formentera,,,,U
2008-M02,2008,2,mensual,07026,Eivissa,Eivissa,32.02,45.5,30.78,A
2008-M02,2008,2,mensual,07031,Llucmajor,Mallorca,,,,U
2008-M02,2008,2,mensual,07032,Maó,Menorca,,,,U
2008-M02,2008,2,mensual,07033,Manacor,Mallorca,,,,U
2008-M02,2008,2,mensual,07039,Muro,Mallorca,,,,U
2008-M02,2008,2,mensual,07040,Palma,Mallorca,57.1,65.71,58.91,A
2008-M02,2008,2,mensual,07042,Pollença,Mallorca,,,,U
2008-M02,2008,2,mensual,07046,Sant Antoni de Portmany,Eivissa,,,,U
2008-M02,2008,2,mensual,07048,Sant Josep de sa Talaia,Eivissa,,,,U
2008-M02,2008,2,mensual,07050,Sant Joan de Labritja,Eivissa,,,,U
2008-M02,2008,2,mensual,07051,Sant Llorenç des Cardassar,Mallorca,48.3,49.98,50.87,A
2008-M02,2008,2,mensual,07052,Sant Lluís,Menorca,0.0,0.0,0.0,A
2008-M02,2008,2,mensual,07054,Santa Eulària des Riu,Eivissa,,,,U
2008-M02,2008,2,mensual,07055,Santa Margalida,Mallorca,,,,U
2008-M02,2008,2,mensual,07057,Santanyí,Mallorca,,,,U
2008-M02,2008,2,mensual,07059,Ses Salines,Mallorca,,,,U
2008-M02,2008,2,mensual,07061,Sóller,Mallorca,37.87,46.38,47.79,A
2008-M02,2008,2,mensual,07062,Son Servera,Mallorca,,,,U
2008-M03,2008,3,mensual,07002,Alaior,Menorca,,,,U
2008-M03,2008,3,mensual,07003,Alcúdia,Mallorca,,,,U
2008-M03,2008,3,mensual,07005,Andratx,Mallorca,,,,U
2008-M03,2008,3,mensual,07011,Calvià,Mallorca,58.97,60.77,60.39,A
2008-M03,2008,3,mensual,07014,Capdepera,Mallorca,,,,U
2008-M03,2008,3,mensual,07015,Ciutadella de Menorca,Menorca,,,,U
2008-M03,2008,3,mensual,07022,Felanitx,Mallorca,,,,U
2008-M03,2008,3,mensual,07024,Formentera,Formentera,,,,U
2008-M03,2008,3,mensual,07026,Eivissa,Eivissa,41.03,44.47,48.68,A
2008-M03,2008,3,mensual,07031,Llucmajor,Mallorca,,,,U
2008-M03,2008,3,mensual,07032,Maó,Menorca,,,,U
2008-M03,2008,3,mensual,07033,Manacor,Mallorca,,,,U
2008-M03,2008,3,mensual,07039,Muro,Mallorca,,,,U
2008-M03,2008,3,mensual,07040,Palma,Mallorca,60.03,58.87,55.54,A
2008-M03,2008,3,mensual,07042,Pollença,Mallorca,,,,U
2008-M03,2008,3,mensual,07046,Sant Antoni de Portmany,Eivissa,,,,U
2008-M03,2008,3,mensual,07048,Sant Josep de sa Talaia,Eivissa,,,,U
2008-M03,2008,3,mensual,07050,Sant Joan de Labritja,Eivissa,,,,U
2008-M03,2008,3,mensual,07051,Sant Llorenç des Cardassar,Mallorca,57.17,50.62,49.89,A
2008-M03,2008,3,mensual,07052,Sant Lluís,Menorca,0.0,0.0,0.0,A
2008-M03,2008,3,mensual,07054,Santa Eulària des Riu,Eivissa,,,,U
2008-M03,2008,3,mensual,07055,Santa Margalida,Mallorca,,,,U
2008-M03,2008,3,mensual,07057,Santanyí,Mallorca,,,,U
2008-M03,2008,3,mensual,07059,Ses Salines,Mallorca,,,,U
2008-M03,2008,3,mensual,07061,Sóller,Mallorca,56.83,53.1,54.19,A
2008-M03,2008,3,mensual,07062,Son Servera,Mallorca,,,,U
2008-M04,2008,4,mensual,07002,Alaior,Menorca,,,,U
2008-M04,2008,4,mensual,07003,Alcúdia,Mallorca,41.15,47.88,42.5,A
2008-M04,2008,4,mensual,07005,Andratx,Mallorca,,,,U
2008-M04,2008,4,mensual,07011,Calvià,Mallorca,67.71,68.65,67.55,A
2008-M04,2008,4,mensual,07014,Capdepera,Mallorca,35.37,46.92,39.67,A
2008-M04,2008,4,mensual,07015,Ciutadella de Menorca,Menorca,28.28,29.78,30.78,A
2008-M04,2008,4,mensual,07022,Felanitx,Mallorca,,,,U
2008-M04,2008,4,mensual,07024,Formentera,Formentera,,,,U
2008-M04,2008,4,mensual,07026,Eivissa,Eivissa,46.79,51.04,45.98,A
2008-M04,2008,4,mensual,07031,Llucmajor,Mallorca,82.35,78.16,78.53,A
2008-M04,2008,4,mensual,07032,Maó,Menorca,,,,U
2008-M04,2008,4,mensual,07033,Manacor,Mallorca,,,,U
2008-M04,2008,4,mensual,07039,Muro,Mallorca,54.94,50.37,48.05,A
2008-M04,2008,4,mensual,07040,Palma,Mallorca,64.78,67.55,65.34,A
2008-M04,2008,4,mensual,07042,Pollença,Mallorca,36.68,33.74,26.31,A
2008-M04,2008,4,mensual,07046,Sant Antoni de Portmany,Eivissa,,,,U
2008-M04,2008,4,mensual,07048,Sant Josep de sa Talaia,Eivissa,,,,U
2008-M04,2008,4,mensual,07050,Sant Joan de Labritja,Eivissa,,,,U
2008-M04,2008,4,mensual,07051,Sant Llorenç des Cardassar,Mallorca,48.24,52.32,50.46,A
2008-M04,2008,4,mensual,07052,Sant Lluís,Menorca,,,,U
2008-M04,2008,4,mensual,07054,Santa Eulària des Riu,Eivissa,,,,U
2008-M04,2008,4,mensual,07055,Santa Margalida,Mallorca,,,,U
2008-M04,2008,4,mensual,07057,Santanyí,Mallorca,35.86,27.99,28.05,A
2008-M04,2008,4,mensual,07059,Ses Salines,Mallorca,56.9,64.1,57.67,A
2008-M04,2008,4,mensual,07061,Sóller,Mallorca,61.73,61.55,61.57,A
2008-M04,2008,4,mensual,07062,Son Servera,Mallorca,52.17,43.65,44.69,A
2008-M05,2008,5,mensual,07002,Alaior,Menorca,,,,U
2008-M05,2008,5,mensual,07003,Alcúdia,Mallorca,57.47,58.85,58.56,A
2008-M05,2008,5,mensual,07005,Andratx,Mallorca,61.07,63.67,59.58,A
2008-M05,2008,5,mensual,07011,Calvià,Mallorca,71.07,69.71,67.6,A
2008-M05,2008,5,mensual,07014,Capdepera,Mallorca,51.4,62.08,54.08,A
2008-M05,2008,5,mensual,07015,Ciutadella de Menorca,Menorca,54.56,50.58,48.02,A
2008-M05,2008,5,mensual,07022,Felanitx,Mallorca,,,,U
2008-M05,2008,5,mensual,07024,Formentera,Formentera,,,,U
2008-M05,2008,5,mensual,07026,Eivissa,Eivissa,48.62,56.82,56.84,A
2008-M05,2008,5,mensual,07031,Llucmajor,Mallorca,56.64,54.58,54.96,A
2008-M05,2008,5,mensual,07032,Maó,Menorca,,,,U
2008-M05,2008,5,mensual,07033,Manacor,Mallorca,,,,U
2008-M05,2008,5,mensual,07039,Muro,Mallorca,73.59,74.07,75.04,A
2008-M05,2008,5,mensual,07040,Palma,Mallorca,69.85,70.21,71.29,A
2008-M05,2008,5,mensual,07042,Pollença,Mallorca,72.43,82.13,82.08,A
2008-M05,2008,5,mensual,07046,Sant Antoni de Portmany,Eivissa,41.76,41.3,47.61,A
2008-M05,2008,5,mensual,07048,Sant Josep de sa Talaia,Eivissa,45.9,44.84,47.36,A
2008-M05,2008,5,mensual,07050,Sant Joan de Labritja,Eivissa,,,,U
2008-M05,2008,5,mensual,07051,Sant Llorenç des Cardassar,Mallorca,55.79,53.55,47.84,A
2008-M05,2008,5,mensual,07052,Sant Lluís,Menorca,,,,U
2008-M05,2008,5,mensual,07054,Santa Eulària des Riu,Eivissa,49.56,55.62,53.91,A
2008-M05,2008,5,mensual,07055,Santa Margalida,Mallorca,62.08,67.24,66.51,A
2008-M05,2008,5,mensual,07057,Santanyí,Mallorca,62.41,61.81,60.35,A
2008-M05,2008,5,mensual,07059,Ses Salines,Mallorca,59.21,56.48,54.43,A
2008-M05,2008,5,mensual,07061,Sóller,Mallorca,76.93,72.47,80.15,A
2008-M05,2008,5,mensual,07062,Son Servera,Mallorca,68.67,73.28,74.47,A
2008-M06,2008,6,mensual,07002,Alaior,Menorca,,,,U
2008-M06,2008,6,mensual,07003,Alcúdia,Mallorca,75.39,78.68,74.2,A
2008-M06,2008,6,mensual,07005,Andratx,Mallorca,71.2,75.91,71.92,A
2008-M06,2008,6,mensual,07011,Calvià,Mallorca,83.26,82.51,84.98,A
2008-M06,2008,6,mensual,07014,Capdepera,Mallorca,70.66,68.5,66.56,A
2008-M06,2008,6,mensual,07015,Ciutadella de Menorca,Menorca,81.01,76.17,73.57,A
2008-M06,2008,6,mensual,07022,Felanitx,Mallorca,,,,U
2008-M06,2008,6,mensual,07024,Formentera,Formentera,76.93,85.47,84.75,A
2008-M06,2008,6,mensual,07026,Eivissa,Eivissa,59.84,66.67,73.3,A
2008-M06,2008,6,mensual,07031,Llucmajor,Mallorca,68.81,74.04,76.65,A
2008-M06,2008,6,mensual,07032,Maó,Menorca,,,,U
2008-M06,2008,6,mensual,07033,Manacor,Mallorca,,,,U
2008-M06,2008,6,mensual,07039,Muro,Mallorca,88.19,85.41,88.49,A
2008-M06,2008,6,mensual,07040,Palma,Mallorca,72.95,75.95,79.82,A
2008-M06,2008,6,mensual,07042,Pollença,Mallorca,83.02,82.52,84.36,A
2008-M06,2008,6,mensual,07046,Sant Antoni de Portmany,Eivissa,62.99,62.01,67.75,A
2008-M06,2008,6,mensual,07048,Sant Josep de sa Talaia,Eivissa,73.16,63.27,68.66,A
2008-M06,2008,6,mensual,07050,Sant Joan de Labritja,Eivissa,,,,U
2008-M06,2008,6,mensual,07051,Sant Llorenç des Cardassar,Mallorca,79.06,76.67,78.14,A
2008-M06,2008,6,mensual,07052,Sant Lluís,Menorca,,,,U
2008-M06,2008,6,mensual,07054,Santa Eulària des Riu,Eivissa,70.5,68.65,72.73,A
2008-M06,2008,6,mensual,07055,Santa Margalida,Mallorca,81.14,83.31,83.72,A
2008-M06,2008,6,mensual,07057,Santanyí,Mallorca,74.34,78.79,79.35,A
2008-M06,2008,6,mensual,07059,Ses Salines,Mallorca,80.11,73.03,73.4,A
2008-M06,2008,6,mensual,07061,Sóller,Mallorca,78.42,84.26,83.37,A
2008-M06,2008,6,mensual,07062,Son Servera,Mallorca,80.37,81.48,84.97,A
2008-M07,2008,7,mensual,07002,Alaior,Menorca,,,,U
2008-M07,2008,7,mensual,07003,Alcúdia,Mallorca,87.97,81.29,83.01,A
2008-M07,2008,7,mensual,07005,Andratx,Mallorca,83.09,74.59,80.29,A
2008-M07,2008,7,mensual,07011,Calvià,Mallorca,90.34,87.58,89.67,A
2008-M07,2008,7,mensual,07014,Capdepera,Mallorca,88.16,86.47,89.81,A
2008-M07,2008,7,mensual,07015,Ciutadella de Menorca,Menorca,90.97,91.13,89.28,A
2008-M07,2008,7,mensual,07022,Felanitx,Mallorca,,,,U
2008-M07,2008,7,mensual,07024,Formentera,Formentera,87.09,88.14,89.59,A
2008-M07,2008,7,mensual,07026,Eivissa,Eivissa,76.53,78.3,81.26,A
2008-M07,2008,7,mensual,07031,Llucmajor,Mallorca,86.21,85.84,85.75,A
2008-M07,2008,7,mensual,07032,Maó,Menorca,79.67,88.39,81.27,A
2008-M07,2008,7,mensual,07033,Manacor,Mallorca,,,,U
2008-M07,2008,7,mensual,07039,Muro,Mallorca,96.66,94.49,97.85,A
2008-M07,2008,7,mensual,07040,Palma,Mallorca,83.36,79.46,81.99,A
2008-M07,2008,7,mensual,07042,Pollença,Mallorca,91.44,88.1,89.37,A
2008-M07,2008,7,mensual,07046,Sant Antoni de Portmany,Eivissa,81.56,78.33,83.36,A
2008-M07,2008,7,mensual,07048,Sant Josep de sa Talaia,Eivissa,85.66,91.1,91.68,A
2008-M07,2008,7,mensual,07050,Sant Joan de Labritja,Eivissa,,,,U
2008-M07,2008,7,mensual,07051,Sant Llorenç des Cardassar,Mallorca,95.97,90.08,91.59,A
2008-M07,2008,7,mensual,07052,Sant Lluís,Menorca,89.23,73.43,78.54,A
2008-M07,2008,7,mensual,07054,Santa Eulària des Riu,Eivissa,80.79,79.35,84.59,A
2008-M07,2008,7,mensual,07055,Santa Margalida,Mallorca,97.49,92.88,93.97,A
2008-M07,2008,7,mensual,07057,Santanyí,Mallorca,89.96,92.1,91.02,A
2008-M07,2008,7,mensual,07059,Ses Salines,Mallorca,89.74,88.45,93.14,A
2008-M07,2008,7,mensual,07061,Sóller,Mallorca,81.78,78.03,82.35,A
2008-M07,2008,7,mensual,07062,Son Servera,Mallorca,88.42,89.77,88.85,A
2008-M08,2008,8,mensual,07002,Alaior,Menorca,,,,U
2008-M08,2008,8,mensual,07003,Alcúdia,Mallorca,87.24,84.44,85.61,A
2008-M08,2008,8,mensual,07005,Andratx,Mallorca,86.66,69.85,76.07,A
2008-M08,2008,8,mensual,07011,Calvià,Mallorca,92.32,91.65,89.76,A
2008-M08,2008,8,mensual,07014,Capdepera,Mallorca,83.72,90.99,90.93,A
2008-M08,2008,8,mensual,07015,Ciutadella de Menorca,Menorca,91.12,97.38,88.68,A
2008-M08,2008,8,mensual,07022,Felanitx,Mallorca,,,,U
2008-M08,2008,8,mensual,07024,Formentera,Formentera,81.9,93.48,81.98,A
2008-M08,2008,8,mensual,07026,Eivissa,Eivissa,79.94,77.76,76.73,A
2008-M08,2008,8,mensual,07031,Llucmajor,Mallorca,86.24,87.33,84.07,A
2008-M08,2008,8,mensual,07032,Maó,Menorca,87.75,91.17,81.64,A
2008-M08,2008,8,mensual,07033,Manacor,Mallorca,78.99,69.38,72.06,A
2008-M08,2008,8,mensual,07039,Muro,Mallorca,94.15,95.44,92.8,A
2008-M08,2008,8,mensual,07040,Palma,Mallorca,83.4,83.28,84.78,A
2008-M08,2008,8,mensual,07042,Pollença,Mallorca,95.09,89.38,94.77,A
2008-M08,2008,8,mensual,07046,Sant Antoni de Portmany,Eivissa,86.61,84.4,85.86,A
2008-M08,2008,8,mensual,07048,Sant Josep de sa Talaia,Eivissa,96.44,91.94,93.95,A
2008-M08,2008,8,mensual,07050,Sant Joan de Labritja,Eivissa,,,,U
2008-M08,2008,8,mensual,07051,Sant Llorenç des Cardassar,Mallorca,92.1,92.91,94.44,A
2008-M08,2008,8,mensual,07052,Sant Lluís,Menorca,89.44,77.95,89.71,A
2008-M08,2008,8,mensual,07054,Santa Eulària des Riu,Eivissa,85.78,84.89,84.35,A
2008-M08,2008,8,mensual,07055,Santa Margalida,Mallorca,92.36,92.57,91.44,A
2008-M08,2008,8,mensual,07057,Santanyí,Mallorca,96.84,89.97,90.77,A
2008-M08,2008,8,mensual,07059,Ses Salines,Mallorca,87.7,93.54,93.02,A
2008-M08,2008,8,mensual,07061,Sóller,Mallorca,98.52,92.16,92.2,A
2008-M08,2008,8,mensual,07062,Son Servera,Mallorca,91.26,89.19,92.21,A
2008-M09,2008,9,mensual,07002,Alaior,Menorca,,,,U
2008-M09,2008,9,mensual,07003,Alcúdia,Mallorca,72.11,75.48,73.81,A
2008-M09,2008,9,mensual,07005,Andratx,Mallorca,71.57,73.88,74.74,A
2008-M09,2008,9,mensual,07011,Calvià,Mallorca,82.47,81.83,80.88,A
2008-M09,2008,9,mensual,07014,Capdepera,Mallorca,81.17,88.26,85.99,A
2008-M09,2008,9,mensual,07015,Ciutadella de Menorca,Menorca,62.93,69.75,62.07,A
2008-M09,2008,9,mensual,07022,Felanitx,Mallorca,,,,U
2008-M09,2008,9,mensual,07024,Formentera,Formentera,66.08,71.85,67.55,A
2008-M09,2008,9,mensual,07026,Eivissa,Eivissa,64.51,69.41,72.99,A
2008-M09,2008,9,mensual,07031,Llucmajor,Mallorca,60.03,52.5,52.58,A
2008-M09,2008,9,mensual,07032,Maó,Menorca,47.34,61.62,49.16,A
2008-M09,2008,9,mensual,07033,Manacor,Mallorca,47.44,59.89,51.92,A
2008-M09,2008,9,mensual,07039,Muro,Mallorca,85.89,74.58,77.9,A
2008-M09,2008,9,mensual,07040,Palma,Mallorca,73.44,77.24,79.99,A
2008-M09,2008,9,mensual,07042,Pollença,Mallorca,89.51,89.01,93.1,A
2008-M09,2008,9,mensual,07046,Sant Antoni de Portmany,Eivissa,64.17,60.46,63.61,A
2008-M09,2008,9,mensual,07048,Sant Josep de sa Talaia,Eivissa,69.81,77.5,80.93,A
2008-M09,2008,9,mensual,07050,Sant Joan de Labritja,Eivissa,,,,U
2008-M09,2008,9,mensual,07051,Sant Llorenç des Cardassar,Mallorca,83.3,82.95,80.66,A
2008-M09,2008,9,mensual,07052,Sant Lluís,Menorca,79.96,79.54,87.98,A
2008-M09,2008,9,mensual,07054,Santa Eulària des Riu,Eivissa,65.51,66.81,66.62,A
2008-M09,2008,9,mensual,07055,Santa Margalida,Mallorca,90.39,88.44,89.38,A
2008-M09,2008,9,mensual,07057,Santanyí,Mallorca,90.6,87.05,88.18,A
2008-M09,2008,9,mensual,07059,Ses Salines,Mallorca,85.59,90.57,86.93,A
2008-M09,2008,9,mensual,07061,Sóller,Mallorca,79.81,76.09,79.22,A
2008-M09,2008,9,mensual,07062,Son Servera,Mallorca,81.83,83.68,84.78,A
2008-M10,2008,10,mensual,07002,Alaior,Menorca,,,,U
2008-M10,2008,10,mensual,07003,Alcúdia,Mallorca,49.4,45.35,48.83,A
2008-M10,2008,10,mensual,07005,Andratx,Mallorca,57.88,47.69,50.92,A
2008-M10,2008,10,mensual,07011,Calvià,Mallorca,62.34,56.97,59.49,A
2008-M10,2008,10,mensual,07014,Capdepera,Mallorca,48.54,47.88,51.19,A
2008-M10,2008,10,mensual,07015,Ciutadella de Menorca,Menorca,35.53,36.26,37.8,A
2008-M10,2008,10,mensual,07022,Felanitx,Mallorca,,,,U
2008-M10,2008,10,mensual,07024,Formentera,Formentera,,,,U
2008-M10,2008,10,mensual,07026,Eivissa,Eivissa,31.79,36.45,37.86,A
2008-M10,2008,10,mensual,07031,Llucmajor,Mallorca,41.37,37.15,43.13,A
2008-M10,2008,10,mensual,07032,Maó,Menorca,,,,U
2008-M10,2008,10,mensual,07033,Manacor,Mallorca,,,,U
2008-M10,2008,10,mensual,07039,Muro,Mallorca,51.34,43.33,50.71,A
2008-M10,2008,10,mensual,07040,Palma,Mallorca,54.31,59.64,60.41,A
2008-M10,2008,10,mensual,07042,Pollença,Mallorca,64.57,76.64,77.02,A
2008-M10,2008,10,mensual,07046,Sant Antoni de Portmany,Eivissa,44.24,38.27,41.93,A
2008-M10,2008,10,mensual,07048,Sant Josep de sa Talaia,Eivissa,50.72,38.0,39.75,A
2008-M10,2008,10,mensual,07050,Sant Joan de Labritja,Eivissa,,,,U
2008-M10,2008,10,mensual,07051,Sant Llorenç des Cardassar,Mallorca,58.96,61.32,62.38,A
2008-M10,2008,10,mensual,07052,Sant Lluís,Menorca,,,,U
2008-M10,2008,10,mensual,07054,Santa Eulària des Riu,Eivissa,49.6,38.82,48.86,A
2008-M10,2008,10,mensual,07055,Santa Margalida,Mallorca,62.91,54.36,67.64,A
2008-M10,2008,10,mensual,07057,Santanyí,Mallorca,55.59,46.33,50.01,A
2008-M10,2008,10,mensual,07059,Ses Salines,Mallorca,60.69,67.05,73.4,A
2008-M10,2008,10,mensual,07061,Sóller,Mallorca,,,,U
2008-M10,2008,10,mensual,07062,Son Servera,Mallorca,64.4,61.78,65.81,A
2008-M11,2008,11,mensual,07002,Alaior,Menorca,,,,U
2008-M11,2008,11,mensual,07003,Alcúdia,Mallorca,,,,U
2008-M11,2008,11,mensual,07005,Andratx,Mallorca,,,,U
2008-M11,2008,11,mensual,07011,Calvià,Mallorca,39.46,43.87,39.15,A
2008-M11,2008,11,mensual,07014,Capdepera,Mallorca,,,,U
2008-M11,2008,11,mensual,07015,Ciutadella de Menorca,Menorca,,,,U
2008-M11,2008,11,mensual,07022,Felanitx,Mallorca,,,,U
2008-M11,2008,11,mensual,07024,Formentera,Formentera,,,,U
2008-M11,2008,11,mensual,07026,Eivissa,Eivissa,30.82,39.65,26.86,A
2008-M11,2008,11,mensual,07031,Llucmajor,Mallorca,,,,U
2008-M11,2008,11,mensual,07032,Maó,Menorca,,,,U
2008-M11,2008,11,mensual,07033,Manacor,Mallorca,,,,U
2008-M11,2008,11,mensual,07039,Muro,Mallorca,,,,U
2008-M11,2008,11,mensual,07040,Palma,Mallorca,45.74,57.58,49.56,A
2008-M11,2008,11,mensual,07042,Pollença,Mallorca,,,,U
2008-M11,2008,11,mensual,07046,Sant Antoni de Portmany,Eivissa,,,,U
2008-M11,2008,11,mensual,07048,Sant Josep de sa Talaia,Eivissa,,,,U
2008-M11,2008,11,mensual,07050,Sant Joan de Labritja,Eivissa,,,,U
2008-M11,2008,11,mensual,07051,Sant Llorenç des Cardassar,Mallorca,,,,U
2008-M11,2008,11,mensual,07052,Sant Lluís,Menorca,0.0,0.0,0.0,A
2008-M11,2008,11,mensual,07054,Santa Eulària des Riu,Eivissa,,,,U
2008-M11,2008,11,mensual,07055,Santa Margalida,Mallorca,,,,U
2008-M11,2008,11,mensual,07057,Santanyí,Mallorca,,,,U
2008-M11,2008,11,mensual,07059,Ses Salines,Mallorca,,,,U
2008-M11,2008,11,mensual,07061,Sóller,Mallorca,,,,U
2008-M11,2008,11,mensual,07062,Son Servera,Mallorca,,,,U
2008-M12,2008,12,mensual,07002,Alaior,Menorca,,,,U
2008-M12,2008,12,mensual,07003,Alcúdia,Mallorca,,,,U
2008-M12,2008,12,mensual,07005,Andratx,Mallorca,,,,U
2008-M12,2008,12,mensual,07011,Calvià,Mallorca,28.59,36.2,52.48,A
2008-M12,2008,12,mensual,07014,Capdepera,Mallorca,,,,U
2008-M12,2008,12,mensual,07015,Ciutadella de Menorca,Menorca,,,,U
2008-M12,2008,12,mensual,07022,Felanitx,Mallorca,,,,U
2008-M12,2008,12,mensual,07024,Formentera,Formentera,,,,U
2008-M12,2008,12,mensual,07026,Eivissa,Eivissa,26.91,30.67,24.5,A
2008-M12,2008,12,mensual,07031,Llucmajor,Mallorca,,,,U
2008-M12,2008,12,mensual,07032,Maó,Menorca,,,,U
2008-M12,2008,12,mensual,07033,Manacor,Mallorca,,,,U
2008-M12,2008,12,mensual,07039,Muro,Mallorca,0.0,0.0,0.0,A
2008-M12,2008,12,mensual,07040,Palma,Mallorca,42.9,42.91,38.06,A
2008-M12,2008,12,mensual,07042,Pollença,Mallorca,,,,U
2008-M12,2008,12,mensual,07046,Sant Antoni de Portmany,Eivissa,,,,U
2008-M12,2008,12,mensual,07048,Sant Josep de sa Talaia,Eivissa,,,,U
2008-M12,2008,12,mensual,07050,Sant Joan de Labritja,Eivissa,,,,U
2008-M12,2008,12,mensual,07051,Sant Llorenç des Cardassar,Mallorca,,,,U
2008-M12,2008,12,mensual,07052,Sant Lluís,Menorca,0.0,0.0,0.0,A
2008-M12,2008,12,mensual,07054,Santa Eulària des Riu,Eivissa,,,,U
2008-M12,2008,12,mensual,07055,Santa Margalida,Mallorca,,,,U
2008-M12,2008,12,mensual,07057,Santanyí,Mallorca,,,,U
2008-M12,2008,12,mensual,07059,Ses Salines,Mallorca,,,,U
2008-M12,2008,12,mensual,07061,Sóller,Mallorca,,,,U
2008-M12,2008,12,mensual,07062,Son Servera,Mallorca,,,,U
2009,2009,,anual,07002,Alaior,Menorca,,,,U
2009,2009,,anual,07003,Alcúdia,Mallorca,67.46,65.28,65.8,A
2009,2009,,anual,07005,Andratx,Mallorca,62.66,61.19,62.53,A
