periode_codi,any,mes,tipus_periode,codi_municipi,municipi,illa,ocupacio_places_pct,ocupacio_habitacions_pct,ocupacio_places_cap_setmana_pct,qualitat
2023-M03,2023,3,mensual,07014,Capdepera,Mallorca,63.5,72.0,75.86,A
2023-M03,2023,3,mensual,07015,Ciutadella de Menorca,Menorca,,,,U
2023-M03,2023,3,mensual,07022,Felanitx,Mallorca,,,,U
2023-M03,2023,3,mensual,07024,Formentera,Formentera,,,,U
2023-M03,2023,3,mensual,07026,Eivissa,Eivissa,46.54,62.92,55.37,A
2023-M03,2023,3,mensual,07031,Llucmajor,Mallorca,,,,U
2023-M03,2023,3,mensual,07032,Maó,Menorca,,,,U
2023-M03,2023,3,mensual,07033,Manacor,Mallorca,,,,U
2023-M03,2023,3,mensual,07039,Muro,Mallorca,,,,U
2023-M03,2023,3,mensual,07040,Palma,Mallorca,58.73,68.37,58.88,A
2023-M03,2023,3,mensual,07042,Pollença,Mallorca,39.04,58.65,32.25,A
2023-M03,2023,3,mensual,07046,Sant Antoni de Portmany,Eivissa,,,,U
2023-M03,2023,3,mensual,07048,Sant Josep de sa Talaia,Eivissa,,,,U
2023-M03,2023,3,mensual,07050,Sant Joan de Labritja,Eivissa,,,,U
2023-M03,2023,3,mensual,07051,Sant Llorenç des Cardassar,Mallorca,63.8,71.68,34.26,A
2023-M03,2023,3,mensual,07052,Sant Lluís,Menorca,0.0,0.0,0.0,A
2023-M03,2023,3,mensual,07054,Santa Eulària des Riu,Eivissa,,,,U
2023-M03,2023,3,mensual,07055,Santa Margalida,Mallorca,,,,U
2023-M03,2023,3,mensual,07057,Santanyí,Mallorca,,,,U
2023-M03,2023,3,mensual,07059,Ses Salines,Mallorca,,,,U
2023-M03,2023,3,mensual,07061,Sóller,Mallorca,52.9,55.43,66.4,A
2023-M03,2023,3,mensual,07062,Son Servera,Mallorca,,,,U
2023-M04,2023,4,mensual,07002,Alaior,Menorca,,,,U
2023-M04,2023,4,mensual,07003,Alcúdia,Mallorca,57.77,74.88,56.45,A
2023-M04,2023,4,mensual,07005,Andratx,Mallorca,53.44,56.78,51.51,A
2023-M04,2023,4,mensual,07011,Calvià,Mallorca,71.11,75.7,74.22,A
2023-M04,2023,4,mensual,07014,Capdepera,Mallorca,50.25,60.3,50.01,A
2023-M04,2023,4,mensual,07015,Ciutadella de Menorca,Menorca,51.19,53.09,54.35,A
2023-M04,2023,4,mensual,07022,Felanitx,Mallorca,,,,U
2023-M04,2023,4,mensual,07024,Formentera,Formentera,,,,U
2023-M04,2023,4,mensual,07026,Eivissa,Eivissa,59.22,67.68,66.24,A
2023-M04,2023,4,mensual,07031,Llucmajor,Mallorca,,,,U
2023-M04,2023,4,mensual,07032,Maó,Menorca,,,,U
2023-M04,2023,4,mensual,07033,Manacor,Mallorca,34.18,36.55,33.33,A
2023-M04,2023,4,mensual,07039,Muro,Mallorca,72.84,73.44,73.21,A
2023-M04,2023,4,mensual,07040,Palma,Mallorca,76.01,81.02,78.83,A
2023-M04,2023,4,mensual,07042,Pollença,Mallorca,67.38,78.19,72.92,A
2023-M04,2023,4,mensual,07046,Sant Antoni de Portmany,Eivissa,,,,U
2023-M04,2023,4,mensual,07048,Sant Josep de sa Talaia,Eivissa,,,,U
2023-M04,2023,4,mensual,07050,Sant Joan de Labritja,Eivissa,,,,U
2023-M04,2023,4,mensual,07051,Sant Llorenç des Cardassar,Mallorca,76.54,81.67,72.08,A
2023-M04,2023,4,mensual,07052,Sant Lluís,Menorca,0.0,0.0,0.0,A
2023-M04,2023,4,mensual,07054,Santa Eulària des Riu,Eivissa,,,,U
2023-M04,2023,4,mensual,07055,Santa Margalida,Mallorca,62.53,66.43,72.2,A
2023-M04,2023,4,mensual,07057,Santanyí,Mallorca,74.52,85.42,86.84,A
2023-M04,2023,4,mensual,07059,Ses Salines,Mallorca,27.55,30.01,34.42,A
2023-M04,2023,4,mensual,07061,Sóller,Mallorca,75.1,77.51,75.97,A
2023-M04,2023,4,mensual,07062,Son Servera,Mallorca,76.44,80.89,83.12,A
2023-M05,2023,5,mensual,07002,Alaior,Menorca,44.87,48.26,55.22,A
2023-M05,2023,5,mensual,07003,Alcúdia,Mallorca,68.53,78.18,69.99,A
2023-M05,2023,5,mensual,07005,Andratx,Mallorca,58.81,63.32,61.41,A
2023-M05,2023,5,mensual,07011,Calvià,Mallorca,68.22,73.65,73.52,A
2023-M05,2023,5,mensual,07014,Capdepera,Mallorca,55.93,64.13,55.26,A
2023-M05,2023,5,mensual,07015,Ciutadella de Menorca,Menorca,58.95,64.89,62.77,A
2023-M05,2023,5,mensual,07022,Felanitx,Mallorca,55.44,61.66,56.22,A
2023-M05,2023,5,mensual,07024,Formentera,Formentera,47.32,54.23,52.67,A
2023-M05,2023,5,mensual,07026,Eivissa,Eivissa,68.86,77.67,75.27,A
2023-M05,2023,5,mensual,07031,Llucmajor,Mallorca,65.93,71.73,77.01,A
2023-M05,2023,5,mensual,07032,Maó,Menorca,35.29,45.73,28.68,A
2023-M05,2023,5,mensual,07033,Manacor,Mallorca,58.7,74.62,61.51,A
2023-M05,2023,5,mensual,07039,Muro,Mallorca,68.56,73.4,58.13,A
2023-M05,2023,5,mensual,07040,Palma,Mallorca,75.45,80.97,80.77,A
2023-M05,2023,5,mensual,07042,Pollença,Mallorca,74.7,81.95,75.47,A
2023-M05,2023,5,mensual,07046,Sant Antoni de Portmany,Eivissa,69.07,75.93,72.41,A
2023-M05,2023,5,mensual,07048,Sant Josep de sa Talaia,Eivissa,70.24,72.01,76.21,A
2023-M05,2023,5,mensual,07050,Sant Joan de Labritja,Eivissa,53.41,56.97,68.29,A
2023-M05,2023,5,mensual,07051,Sant Llorenç des Cardassar,Mallorca,69.54,77.32,73.37,A
2023-M05,2023,5,mensual,07052,Sant Lluís,Menorca,46.07,48.6,40.17,A
2023-M05,2023,5,mensual,07054,Santa Eulària des Riu,Eivissa,67.36,72.49,65.2,A
2023-M05,2023,5,mensual,07055,Santa Margalida,Mallorca,72.75,75.14,73.41,A
2023-M05,2023,5,mensual,07057,Santanyí,Mallorca,64.41,76.88,66.24,A
2023-M05,2023,5,mensual,07059,Ses Salines,Mallorca,54.52,66.47,54.47,A
2023-M05,2023,5,mensual,07061,Sóller,Mallorca,74.62,78.0,78.56,A
2023-M05,2023,5,mensual,07062,Son Servera,Mallorca,72.06,80.63,71.1,A
2023-M06,2023,6,mensual,07002,Alaior,Menorca,86.18,82.84,77.81,A
2023-M06,2023,6,mensual,07003,Alcúdia,Mallorca,79.81,87.15,83.35,A
2023-M06,2023,6,mensual,07005,Andratx,Mallorca,71.03,74.15,74.62,A
2023-M06,2023,6,mensual,07011,Calvià,Mallorca,79.11,83.49,74.4,A
2023-M06,2023,6,mensual,07014,Capdepera,Mallorca,74.81,82.52,72.58,A
2023-M06,2023,6,mensual,07015,Ciutadella de Menorca,Menorca,82.63,85.06,81.49,A
2023-M06,2023,6,mensual,07022,Felanitx,Mallorca,73.55,76.96,70.18,A
2023-M06,2023,6,mensual,07024,Formentera,Formentera,77.02,79.46,79.51,A
2023-M06,2023,6,mensual,07026,Eivissa,Eivissa,81.42,86.15,83.39,A
2023-M06,2023,6,mensual,07031,Llucmajor,Mallorca,70.88,73.21,81.07,A
2023-M06,2023,6,mensual,07032,Maó,Menorca,53.68,64.24,51.95,A
2023-M06,2023,6,mensual,07033,Manacor,Mallorca,75.96,88.46,68.96,A
2023-M06,2023,6,mensual,07039,Muro,Mallorca,80.4,85.61,78.84,A
2023-M06,2023,6,mensual,07040,Palma,Mallorca,83.71,86.85,86.28,A
2023-M06,2023,6,mensual,07042,Pollença,Mallorca,81.99,86.16,81.68,A
2023-M06,2023,6,mensual,07046,Sant Antoni de Portmany,Eivissa,76.41,82.86,78.04,A
2023-M06,2023,6,mensual,07048,Sant Josep de sa Talaia,Eivissa,77.95,82.19,78.05,A
2023-M06,2023,6,mensual,07050,Sant Joan de Labritja,Eivissa,64.53,61.6,69.53,A
2023-M06,2023,6,mensual,07051,Sant Llorenç des Cardassar,Mallorca,80.63,87.47,79.29,A
2023-M06,2023,6,mensual,07052,Sant Lluís,Menorca,63.57,77.1,67.28,A
2023-M06,2023,6,mensual,07054,Santa Eulària des Riu,Eivissa,81.76,86.69,75.83,A
2023-M06,2023,6,mensual,07055,Santa Margalida,Mallorca,88.43,89.33,84.86,A
2023-M06,2023,6,mensual,07057,Santanyí,Mallorca,68.87,85.5,80.62,A
2023-M06,2023,6,mensual,07059,Ses Salines,Mallorca,68.91,79.16,68.48,A
2023-M06,2023,6,mensual,07061,Sóller,Mallorca,83.47,83.35,84.41,A
2023-M06,2023,6,mensual,07062,Son Servera,Mallorca,82.91,89.19,83.01,A
2023-M07,2023,7,mensual,07002,Alaior,Menorca,89.57,87.89,83.14,A
2023-M07,2023,7,mensual,07003,Alcúdia,Mallorca,87.44,91.3,88.5,A
2023-M07,2023,7,mensual,07005,Andratx,Mallorca,80.07,83.18,81.72,A
2023-M07,2023,7,mensual,07011,Calvià,Mallorca,86.76,89.27,86.24,A
2023-M07,2023,7,mensual,07014,Capdepera,Mallorca,87.23,91.01,81.95,A
2023-M07,2023,7,mensual,07015,Ciutadella de Menorca,Menorca,87.68,90.39,83.92,A
2023-M07,2023,7,mensual,07022,Felanitx,Mallorca,88.8,87.85,80.97,A
2023-M07,2023,7,mensual,07024,Formentera,Formentera,83.19,86.39,90.52,A
2023-M07,2023,7,mensual,07026,Eivissa,Eivissa,86.92,92.54,89.49,A
2023-M07,2023,7,mensual,07031,Llucmajor,Mallorca,88.69,85.88,91.6,A
2023-M07,2023,7,mensual,07032,Maó,Menorca,77.22,87.14,74.87,A
2023-M07,2023,7,mensual,07033,Manacor,Mallorca,80.61,78.96,78.24,A
2023-M07,2023,7,mensual,07039,Muro,Mallorca,88.62,90.17,87.45,A
2023-M07,2023,7,mensual,07040,Palma,Mallorca,91.25,92.92,91.42,A
2023-M07,2023,7,mensual,07042,Pollença,Mallorca,86.17,88.57,84.9,A
2023-M07,2023,7,mensual,07046,Sant Antoni de Portmany,Eivissa,83.49,87.9,85.17,A
2023-M07,2023,7,mensual,07048,Sant Josep de sa Talaia,Eivissa,88.5,89.25,87.15,A
2023-M07,2023,7,mensual,07050,Sant Joan de Labritja,Eivissa,82.94,83.0,81.33,A
2023-M07,2023,7,mensual,07051,Sant Llorenç des Cardassar,Mallorca,87.39,89.88,86.49,A
2023-M07,2023,7,mensual,07052,Sant Lluís,Menorca,77.58,85.8,68.62,A
2023-M07,2023,7,mensual,07054,Santa Eulària des Riu,Eivissa,86.94,84.12,84.16,A
2023-M07,2023,7,mensual,07055,Santa Margalida,Mallorca,92.34,92.9,92.95,A
2023-M07,2023,7,mensual,07057,Santanyí,Mallorca,86.32,90.26,88.46,A
2023-M07,2023,7,mensual,07059,Ses Salines,Mallorca,81.77,87.26,81.23,A
2023-M07,2023,7,mensual,07061,Sóller,Mallorca,84.55,86.59,88.59,A
2023-M07,2023,7,mensual,07062,Son Servera,Mallorca,90.35,92.77,87.8,A
2023-M08,2023,8,mensual,07002,Alaior,Menorca,85.6,88.98,91.86,A
2023-M08,2023,8,mensual,07003,Alcúdia,Mallorca,87.35,92.41,89.5,A
2023-M08,2023,8,mensual,07005,Andratx,Mallorca,82.09,78.99,83.27,A
2023-M08,2023,8,mensual,07011,Calvià,Mallorca,88.89,91.15,88.24,A
2023-M08,2023,8,mensual,07014,Capdepera,Mallorca,93.13,95.59,90.13,A
2023-M08,2023,8,mensual,07015,Ciutadella de Menorca,Menorca,89.66,93.28,88.71,A
2023-M08,2023,8,mensual,07022,Felanitx,Mallorca,94.24,92.57,90.47,A
2023-M08,2023,8,mensual,07024,Formentera,Formentera,87.82,90.78,91.17,A
2023-M08,2023,8,mensual,07026,Eivissa,Eivissa,87.41,92.32,89.5,A
2023-M08,2023,8,mensual,07031,Llucmajor,Mallorca,93.3,91.15,95.46,A
2023-M08,2023,8,mensual,07032,Maó,Menorca,81.68,89.08,73.31,A
2023-M08,2023,8,mensual,07033,Manacor,Mallorca,84.72,80.89,73.48,A
2023-M08,2023,8,mensual,07039,Muro,Mallorca,89.78,93.21,91.21,A
2023-M08,2023,8,mensual,07040,Palma,Mallorca,91.05,93.76,92.27,A
2023-M08,2023,8,mensual,07042,Pollença,Mallorca,86.09,91.09,89.51,A
2023-M08,2023,8,mensual,07046,Sant Antoni de Portmany,Eivissa,87.88,92.79,89.23,A
2023-M08,2023,8,mensual,07048,Sant Josep de sa Talaia,Eivissa,90.37,92.48,90.26,A
2023-M08,2023,8,mensual,07050,Sant Joan de Labritja,Eivissa,82.09,83.97,87.68,A
2023-M08,2023,8,mensual,07051,Sant Llorenç des Cardassar,Mallorca,91.93,93.96,90.5,A
2023-M08,2023,8,mensual,07052,Sant Lluís,Menorca,82.37,90.56,83.1,A
2023-M08,2023,8,mensual,07054,Santa Eulària des Riu,Eivissa,88.22,89.99,84.37,A
2023-M08,2023,8,mensual,07055,Santa Margalida,Mallorca,98.67,96.93,95.51,A
2023-M08,2023,8,mensual,07057,Santanyí,Mallorca,89.39,91.33,88.93,A
2023-M08,2023,8,mensual,07059,Ses Salines,Mallorca,84.4,90.76,83.33,A
2023-M08,2023,8,mensual,07061,Sóller,Mallorca,88.62,86.61,88.84,A
2023-M08,2023,8,mensual,07062,Son Servera,Mallorca,91.88,92.21,89.34,A
2023-M09,2023,9,mensual,07002,Alaior,Menorca,86.3,84.4,58.6,A
2023-M09,2023,9,mensual,07003,Alcúdia,Mallorca,75.65,86.76,77.41,A
2023-M09,2023,9,mensual,07005,Andratx,Mallorca,79.36,79.49,80.14,A
2023-M09,2023,9,mensual,07011,Calvià,Mallorca,81.05,87.1,81.74,A
2023-M09,2023,9,mensual,07014,Capdepera,Mallorca,80.43,88.51,75.22,A
2023-M09,2023,9,mensual,07015,Ciutadella de Menorca,Menorca,80.2,89.15,79.51,A
2023-M09,2023,9,mensual,07022,Felanitx,Mallorca,81.91,90.12,79.48,A
2023-M09,2023,9,mensual,07024,Formentera,Formentera,78.12,83.58,82.13,A
2023-M09,2023,9,mensual,07026,Eivissa,Eivissa,78.25,85.38,84.15,A
2023-M09,2023,9,mensual,07031,Llucmajor,Mallorca,80.68,82.24,85.0,A
2023-M09,2023,9,mensual,07032,Maó,Menorca,69.26,87.05,68.47,A
2023-M09,2023,9,mensual,07033,Manacor,Mallorca,71.44,78.13,64.32,A
2023-M09,2023,9,mensual,07039,Muro,Mallorca,82.12,91.94,83.28,A
2023-M09,2023,9,mensual,07040,Palma,Mallorca,81.02,88.42,84.57,A
2023-M09,2023,9,mensual,07042,Pollença,Mallorca,82.29,91.99,83.71,A
2023-M09,2023,9,mensual,07046,Sant Antoni de Portmany,Eivissa,82.49,88.37,82.21,A
2023-M09,2023,9,mensual,07048,Sant Josep de sa Talaia,Eivissa,81.78,85.2,79.49,A
2023-M09,2023,9,mensual,07050,Sant Joan de Labritja,Eivissa,77.09,80.1,69.0,A
2023-M09,2023,9,mensual,07051,Sant Llorenç des Cardassar,Mallorca,82.49,90.67,82.42,A
2023-M09,2023,9,mensual,07052,Sant Lluís,Menorca,66.91,84.52,55.48,A
2023-M09,2023,9,mensual,07054,Santa Eulària des Riu,Eivissa,73.89,76.83,74.71,A
2023-M09,2023,9,mensual,07055,Santa Margalida,Mallorca,87.35,92.25,83.01,A
2023-M09,2023,9,mensual,07057,Santanyí,Mallorca,76.62,91.97,80.49,A
2023-M09,2023,9,mensual,07059,Ses Salines,Mallorca,72.91,88.28,73.09,A
2023-M09,2023,9,mensual,07061,Sóller,Mallorca,85.48,84.77,85.88,A
2023-M09,2023,9,mensual,07062,Son Servera,Mallorca,81.87,91.46,78.75,A
2023-M10,2023,10,mensual,07002,Alaior,Menorca,43.79,42.17,27.03,A
2023-M10,2023,10,mensual,07003,Alcúdia,Mallorca,69.48,73.6,56.72,A
2023-M10,2023,10,mensual,07005,Andratx,Mallorca,56.67,59.45,50.46,A
2023-M10,2023,10,mensual,07011,Calvià,Mallorca,68.37,73.16,66.04,A
2023-M10,2023,10,mensual,07014,Capdepera,Mallorca,61.11,67.87,56.39,A
2023-M10,2023,10,mensual,07015,Ciutadella de Menorca,Menorca,54.8,61.8,55.06,A
2023-M10,2023,10,mensual,07022,Felanitx,Mallorca,66.16,70.94,52.33,A
2023-M10,2023,10,mensual,07024,Formentera,Formentera,54.03,61.22,63.49,A
2023-M10,2023,10,mensual,07026,Eivissa,Eivissa,62.75,65.37,60.73,A
2023-M10,2023,10,mensual,07031,Llucmajor,Mallorca,57.91,62.61,57.62,A
2023-M10,2023,10,mensual,07032,Maó,Menorca,47.26,58.65,55.97,A
2023-M10,2023,10,mensual,07033,Manacor,Mallorca,58.94,64.44,56.11,A
2023-M10,2023,10,mensual,07039,Muro,Mallorca,63.73,69.84,56.39,A
2023-M10,2023,10,mensual,07040,Palma,Mallorca,72.97,79.45,79.09,A
2023-M10,2023,10,mensual,07042,Pollença,Mallorca,67.93,77.72,71.42,A
2023-M10,2023,10,mensual,07046,Sant Antoni de Portmany,Eivissa,65.21,70.67,68.05,A
2023-M10,2023,10,mensual,07048,Sant Josep de sa Talaia,Eivissa,74.53,70.54,52.54,A
2023-M10,2023,10,mensual,07050,Sant Joan de Labritja,Eivissa,56.94,62.45,58.41,A
2023-M10,2023,10,mensual,07051,Sant Llorenç des Cardassar,Mallorca,71.45,75.05,75.72,A
2023-M10,2023,10,mensual,07052,Sant Lluís,Menorca,44.3,55.04,46.05,A
2023-M10,2023,10,mensual,07054,Santa Eulària des Riu,Eivissa,60.35,58.76,52.05,A
2023-M10,2023,10,mensual,07055,Santa Margalida,Mallorca,65.64,69.27,52.79,A
2023-M10,2023,10,mensual,07057,Santanyí,Mallorca,68.22,82.21,85.33,A
2023-M10,2023,10,mensual,07059,Ses Salines,Mallorca,63.26,74.36,59.63,A
2023-M10,2023,10,mensual,07061,Sóller,Mallorca,76.44,80.11,77.76,A
2023-M10,2023,10,mensual,07062,Son Servera,Mallorca,64.25,71.43,70.82,A
2023-M11,2023,11,mensual,07002,Alaior,Menorca,0.0,0.0,0.0,A
2023-M11,2023,11,mensual,07003,Alcúdia,Mallorca,,,,U
2023-M11,2023,11,mensual,07005,Andratx,Mallorca,,,,U
2023-M11,2023,11,mensual,07011,Calvià,Mallorca,37.34,52.28,46.97,A
2023-M11,2023,11,mensual,07014,Capdepera,Mallorca,,,,U
2023-M11,2023,11,mensual,07015,Ciutadella de Menorca,Menorca,,,,U
2023-M11,2023,11,mensual,07022,Felanitx,Mallorca,,,,U
2023-M11,2023,11,mensual,07024,Formentera,Formentera,,,,U
2023-M11,2023,11,mensual,07026,Eivissa,Eivissa,38.19,51.05,45.28,A
2023-M11,2023,11,mensual,07031,Llucmajor,Mallorca,,,,U
2023-M11,2023,11,mensual,07032,Maó,Menorca,29.41,36.83,24.27,A
2023-M11,2023,11,mensual,07033,Manacor,Mallorca,,,,U
2023-M11,2023,11,mensual,07039,Muro,Mallorca,,,,U
2023-M11,2023,11,mensual,07040,Palma,Mallorca,48.96,61.65,57.66,A
2023-M11,2023,11,mensual,07042,Pollença,Mallorca,,,,U
2023-M11,2023,11,mensual,07046,Sant Antoni de Portmany,Eivissa,,,,U
2023-M11,2023,11,mensual,07048,Sant Josep de sa Talaia,Eivissa,,,,U
2023-M11,2023,11,mensual,07050,Sant Joan de Labritja,Eivissa,,,,U
2023-M11,2023,11,mensual,07051,Sant Llorenç des Cardassar,Mallorca,,,,U
2023-M11,2023,11,mensual,07052,Sant Lluís,Menorca,,,,U
2023-M11,2023,11,mensual,07054,Santa Eulària des Riu,Eivissa,,,,U
2023-M11,2023,11,mensual,07055,Santa Margalida,Mallorca,,,,U
2023-M11,2023,11,mensual,07057,Santanyí,Mallorca,,,,U
2023-M11,2023,11,mensual,07059,Ses Salines,Mallorca,,,,U
2023-M11,2023,11,mensual,07061,Sóller,Mallorca,,,,U
2023-M11,2023,11,mensual,07062,Son Servera,Mallorca,,,,U
2023-M12,2023,12,mensual,07002,Alaior,Menorca,0.0,0.0,0.0,A
2023-M12,2023,12,mensual,07003,Alcúdia,Mallorca,,,,U
2023-M12,2023,12,mensual,07005,Andratx,Mallorca,,,,U
2023-M12,2023,12,mensual,07011,Calvià,Mallorca,18.9,30.04,25.1,A
2023-M12,2023,12,mensual,07014,Capdepera,Mallorca,,,,U
2023-M12,2023,12,mensual,07015,Ciutadella de Menorca,Menorca,,,,U
2023-M12,2023,12,mensual,07022,Felanitx,Mallorca,,,,U
2023-M12,2023,12,mensual,07024,Formentera,Formentera,,,,U
2023-M12,2023,12,mensual,07026,Eivissa,Eivissa,36.75,45.0,45.35,A
2023-M12,2023,12,mensual,07031,Llucmajor,Mallorca,,,,U
2023-M12,2023,12,mensual,07032,Maó,Menorca,,,,U
2023-M12,2023,12,mensual,07033,Manacor,Mallorca,,,,U
2023-M12,2023,12,mensual,07039,Muro,Mallorca,0.0,0.0,0.0,A
2023-M12,2023,12,mensual,07040,Palma,Mallorca,45.83,53.62,55.67,A
2023-M12,2023,12,mensual,07042,Pollença,Mallorca,,,,U
2023-M12,2023,12,mensual,07046,Sant Antoni de Portmany,Eivissa,,,,U
2023-M12,2023,12,mensual,07048,Sant Josep de sa Talaia,Eivissa,,,,U
2023-M12,2023,12,mensual,07050,Sant Joan de Labritja,Eivissa,,,,U
2023-M12,2023,12,mensual,07051,Sant Llorenç des Cardassar,Mallorca,,,,U
2023-M12,2023,12,mensual,07052,Sant Lluís,Menorca,,,,U
2023-M12,2023,12,mensual,07054,Santa Eulària des Riu,Eivissa,,,,U
2023-M12,2023,12,mensual,07055,Santa Margalida,Mallorca,,,,U
2023-M12,2023,12,mensual,07057,Santanyí,Mallorca,,,,U
2023-M12,2023,12,mensual,07059,Ses Salines,Mallorca,0.0,0.0,0.0,A
2023-M12,2023,12,mensual,07061,Sóller,Mallorca,,,,U
2023-M12,2023,12,mensual,07062,Son Servera,Mallorca,,,,U
2024,2024,,anual,07002,Alaior,Menorca,76.8,79.37,73.0,A
2024,2024,,anual,07003,Alcúdia,Mallorca,78.94,84.57,78.67,A
2024,2024,,anual,07005,Andratx,Mallorca,69.99,75.43,72.44,A
2024,2024,,anual,07011,Calvià,Mallorca,75.95,81.83,78.65,A
2024,2024,,anual,07014,Capdepera,Mallorca,74.93,80.5,74.73,A
2024,2024,,anual,07015,Ciutadella de Menorca,Menorca,73.46,80.88,73.27,A
2024,2024,,anual,07022,Felanitx,Mallorca,77.36,83.64,74.42,A
2024,2024,,anual,07024,Formentera,Formentera,69.75,71.75,72.35,A
2024,2024,,anual,07026,Eivissa,Eivissa,71.12,78.84,77.68,A
2024,2024,,anual,07031,Llucmajor,Mallorca,81.21,84.2,85.52,A
2024,2024,,anual,07032,Maó,Menorca,57.83,72.38,58.36,A
2024,2024,,anual,07033,Manacor,Mallorca,67.72,66.0,67.44,A
2024,2024,,anual,07039,Muro,Mallorca,80.52,84.58,78.8,A
2024,2024,,anual,07040,Palma,Mallorca,75.87,83.01,79.35,A
2024,2024,,anual,07042,Pollença,Mallorca,75.91,85.13,77.27,A
2024,2024,,anual,07046,Sant Antoni de Portmany,Eivissa,75.74,79.78,79.19,A
2024,2024,,anual,07048,Sant Josep de sa Talaia,Eivissa,77.8,81.7,78.53,A
2024,2024,,anual,07050,Sant Joan de Labritja,Eivissa,70.35,75.62,71.21,A
2024,2024,,anual,07051,Sant Llorenç des Cardassar,Mallorca,84.21,88.24,82.56,A
2024,2024,,anual,07052,Sant Lluís,Menorca,68.04,79.1,65.95,A
2024,2024,,anual,07054,Santa Eulària des Riu,Eivissa,77.67,81.65,77.8,A
2024,2024,,anual,07055,Santa Margalida,Mallorca,80.74,84.03,79.4,A
2024,2024,,anual,07057,Santanyí,Mallorca,78.23,80.92,76.59,A
2024,2024,,anual,07059,Ses Salines,Mallorca,62.78,75.64,63.61,A
2024,2024,,anual,07061,Sóller,Mallorca,84.15,88.38,86.8,A
2024,2024,,anual,07062,Son Servera,Mallorca,80.48,86.32,81.41,A
2024-M01,2024,1,mensual,07002,Alaior,Menorca,0.0,0.0,0.0,A
2024-M01,2024,1,mensual,07003,Alcúdia,Mallorca,,,,U
2024-M01,2024,1,mensual,07005,Andratx,Mallorca,,,,U
2024-M01,2024,1,mensual,07011,Calvià,Mallorca,20.21,34.72,18.08,A
2024-M01,2024,1,mensual,07014,Capdepera,Mallorca,,,,U
2024-M01,2024,1,mensual,07015,Ciutadella de Menorca,Menorca,,,,U
2024-M01,2024,1,mensual,07022,Felanitx,Mallorca,,,,U
2024-M01,2024,1,mensual,07024,Formentera,Formentera,,,,U
2024-M01,2024,1,mensual,07026,Eivissa,Eivissa,35.02,47.04,37.49,A
2024-M01,2024,1,mensual,07031,Llucmajor,Mallorca,,,,U
2024-M01,2024,1,mensual,07032,Maó,Menorca,,,,U
2024-M01,2024,1,mensual,07033,Manacor,Mallorca,,,,U
2024-M01,2024,1,mensual,07039,Muro,Mallorca,0.0,0.0,0.0,A
2024-M01,2024,1,mensual,07040,Palma,Mallorca,42.46,53.23,48.83,A
2024-M01,2024,1,mensual,07042,Pollença,Mallorca,,,,U
2024-M01,2024,1,mensual,07046,Sant Antoni de Portmany,Eivissa,,,,U
2024-M01,2024,1,mensual,07048,Sant Josep de sa Talaia,Eivissa,,,,U
2024-M01,2024,1,mensual,07050,Sant Joan de Labritja,Eivissa,,,,U
2024-M01,2024,1,mensual,07051,Sant Llorenç des Cardassar,Mallorca,,,,U
2024-M01,2024,1,mensual,07052,Sant Lluís,Menorca,0.0,0.0,0.0,A
2024-M01,2024,1,mensual,07054,Santa Eulària des Riu,Eivissa,,,,U
2024-M01,2024,1,mensual,07055,Santa Margalida,Mallorca,,,,U
2024-M01,2024,1,mensual,07057,Santanyí,Mallorca,,,,U
2024-M01,2024,1,mensual,07059,Ses Salines,Mallorca,0.0,0.0,0.0,A
2024-M01,2024,1,mensual,07061,Sóller,Mallorca,,,,U
2024-M01,2024,1,mensual,07062,Son Servera,Mallorca,,,,U
2024-M02,2024,2,mensual,07002,Alaior,Menorca,0.0,0.0,0.0,A
2024-M02,2024,2,mensual,07003,Alcúdia,Mallorca,,,,U
2024-M02,2024,2,mensual,07005,Andratx,Mallorca,,,,U
2024-M02,2024,2,mensual,07011,Calvià,Mallorca,48.85,62.62,67.68,A
2024-M02,2024,2,mensual,07014,Capdepera,Mallorca,,,,U
2024-M02,2024,2,mensual,07015,Ciutadella de Menorca,Menorca,,,,U
2024-M02,2024,2,mensual,07022,Felanitx,Mallorca,,,,U
2024-M02,2024,2,mensual,07024,Formentera,Formentera,,,,U
2024-M02,2024,2,mensual,07026,Eivissa,Eivissa,49.2,61.88,55.01,A
2024-M02,2024,2,mensual,07031,Llucmajor,Mallorca,,,,U
2024-M02,2024,2,mensual,07032,Maó,Menorca,,,,U
2024-M02,2024,2,mensual,07033,Manacor,Mallorca,,,,U
2024-M02,2024,2,mensual,07039,Muro,Mallorca,,,,U
2024-M02,2024,2,mensual,07040,Palma,Mallorca,55.2,63.3,57.36,A
2024-M02,2024,2,mensual,07042,Pollença,Mallorca,,,,U
2024-M02,2024,2,mensual,07046,Sant Antoni de Portmany,Eivissa,,,,U
2024-M02,2024,2,mensual,07048,Sant Josep de sa Talaia,Eivissa,,,,U
2024-M02,2024,2,mensual,07050,Sant Joan de Labritja,Eivissa,,,,U
2024-M02,2024,2,mensual,07051,Sant Llorenç des Cardassar,Mallorca,63.83,69.37,64.11,A
2024-M02,2024,2,mensual,07052,Sant Lluís,Menorca,0.0,0.0,0.0,A
2024-M02,2024,2,mensual,07054,Santa Eulària des Riu,Eivissa,,,,U
2024-M02,2024,2,mensual,07055,Santa Margalida,Mallorca,,,,U
