TIME_PERIOD#ca,TIME_PERIOD#es,TIME_PERIOD_CODE,MEDIDAS#ca,MEDIDAS#es,MEDIDAS_CODE,TERRITORIO#ca,TERRITORIO#es,TERRITORIO_CODE,OBS_VALUE,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE,CONFIDENCIALIDAD_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es,NOTAS_OBSERVACION#ca,NOTAS_OBSERVACION#es
07/2022,07/2022,2022-M07,Grau d'ocupació per apartaments turístics en cap de setmana,Grado de ocupación por apartamentos turísticos en fin de semana,GRADO_OCUPACION_APARTAMENTO_TURISTICO_FIN_SEMANA,Sant Josep de sa Talaia,Sant Josep de sa Talaia,07048,94.39,Valor normal,Valor normal,A,,,,
07/2022,07/2022,2022-M07,Grau d'ocupació per places,Grado de ocupación por plazas,GRADO_OCUPACION_PLAZA_TURISTICA,Sant Josep de sa Talaia,Sant Josep de sa Talaia,07048,74.48,Valor normal,Valor normal,A,,,,
07/2022,07/2022,2022-M07,Grau d'ocupació per places en cap de setmana,Grado de ocupación por plazas en fin de semana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,Sant Josep de sa Talaia,Sant Josep de sa Talaia,07048,75.98,Valor normal,Valor normal,A,,,,
07/2022,07/2022,2022-M07,Grau d'ocupació per apartaments turístics,Grado de ocupación por apartamentos turísticos,GRADO_OCUPACION_APARTAMENTO_TURISTICO,Santa Eulària des Riu,Santa Eulària des Riu,07054,64.45,Valor normal,Valor normal,A,,,,
07/2022,07/2022,2022-M07,Grau d'ocupació per apartaments turístics en cap de setmana,Grado de ocupación por apartamentos turísticos en fin de semana,GRADO_OCUPACION_APARTAMENTO_TURISTICO_FIN_SEMANA,Santa Eulària des Riu,Santa Eulària des Riu,07054,62.65,Valor normal,Valor normal,A,,,,
07/2022,07/2022,2022-M07,Grau d'ocupació per places,Grado de ocupación por plazas,GRADO_OCUPACION_PLAZA_TURISTICA,Santa Eulària des Riu,Santa Eulària des Riu,07054,56.15,Valor normal,Valor normal,A,,,,
07/2022,07/2022,2022-M07,Grau d'ocupació per places en cap de setmana,Grado de ocupación por plazas en fin de semana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,Santa Eulària des Riu,Santa Eulària des Riu,07054,52.63,Valor normal,Valor normal,A,,,,
07/2022,07/2022,2022-M07,Grau d'ocupació per apartaments turístics,Grado de ocupación por apartamentos turísticos,GRADO_OCUPACION_APARTAMENTO_TURISTICO,Formentera,Formentera,07024,81.76,Valor normal,Valor normal,A,,,,
07/2022,07/2022,2022-M07,Grau d'ocupació per apartaments turístics en cap de setmana,Grado de ocupación por apartamentos turísticos en fin de semana,GRADO_OCUPACION_APARTAMENTO_TURISTICO_FIN_SEMANA,Formentera,Formentera,07024,83.25,Valor normal,Valor normal,A,,,,
07/2022,07/2022,2022-M07,Grau d'ocupació per places,Grado de ocupación por plazas,GRADO_OCUPACION_PLAZA_TURISTICA,Formentera,Formentera,07024,73.28,Valor normal,Valor normal,A,,,,
07/2022,07/2022,2022-M07,Grau d'ocupació per places en cap de setmana,Grado de ocupación por plazas en fin de semana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,Formentera,Formentera,07024,74.34,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per apartaments turístics,Grado de ocupación por apartamentos turísticos,GRADO_OCUPACION_APARTAMENTO_TURISTICO,Alcúdia,Alcúdia,07003,67.06,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per apartaments turístics en cap de setmana,Grado de ocupación por apartamentos turísticos en fin de semana,GRADO_OCUPACION_APARTAMENTO_TURISTICO_FIN_SEMANA,Alcúdia,Alcúdia,07003,63.06,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per places,Grado de ocupación por plazas,GRADO_OCUPACION_PLAZA_TURISTICA,Alcúdia,Alcúdia,07003,56.36,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per places en cap de setmana,Grado de ocupación por plazas en fin de semana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,Alcúdia,Alcúdia,07003,54.81,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per apartaments turístics,Grado de ocupación por apartamentos turísticos,GRADO_OCUPACION_APARTAMENTO_TURISTICO,Calvià,Calvià,07011,49.29,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per apartaments turístics en cap de setmana,Grado de ocupación por apartamentos turísticos en fin de semana,GRADO_OCUPACION_APARTAMENTO_TURISTICO_FIN_SEMANA,Calvià,Calvià,07011,50.87,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per places,Grado de ocupación por plazas,GRADO_OCUPACION_PLAZA_TURISTICA,Calvià,Calvià,07011,45.75,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per places en cap de setmana,Grado de ocupación por plazas en fin de semana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,Calvià,Calvià,07011,47.03,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per apartaments turístics,Grado de ocupación por apartamentos turísticos,GRADO_OCUPACION_APARTAMENTO_TURISTICO,Felanitx,Felanitx,07022,,Baixa fiabilitat,Baja fiabilidad,U,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per apartaments turístics en cap de setmana,Grado de ocupación por apartamentos turísticos en fin de semana,GRADO_OCUPACION_APARTAMENTO_TURISTICO_FIN_SEMANA,Felanitx,Felanitx,07022,,Baixa fiabilitat,Baja fiabilidad,U,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per places,Grado de ocupación por plazas,GRADO_OCUPACION_PLAZA_TURISTICA,Felanitx,Felanitx,07022,,Baixa fiabilitat,Baja fiabilidad,U,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per places en cap de setmana,Grado de ocupación por plazas en fin de semana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,Felanitx,Felanitx,07022,,Baixa fiabilitat,Baja fiabilidad,U,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per apartaments turístics,Grado de ocupación por apartamentos turísticos,GRADO_OCUPACION_APARTAMENTO_TURISTICO,Palma,Palma,07040,82.90,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per apartaments turístics en cap de setmana,Grado de ocupación por apartamentos turísticos en fin de semana,GRADO_OCUPACION_APARTAMENTO_TURISTICO_FIN_SEMANA,Palma,Palma,07040,90.58,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per places,Grado de ocupación por plazas,GRADO_OCUPACION_PLAZA_TURISTICA,Palma,Palma,07040,71.44,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per places en cap de setmana,Grado de ocupación por plazas en fin de semana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,Palma,Palma,07040,78.00,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per apartaments turístics,Grado de ocupación por apartamentos turísticos,GRADO_OCUPACION_APARTAMENTO_TURISTICO,Pollença,Pollença,07042,,Baixa fiabilitat,Baja fiabilidad,U,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per apartaments turístics en cap de setmana,Grado de ocupación por apartamentos turísticos en fin de semana,GRADO_OCUPACION_APARTAMENTO_TURISTICO_FIN_SEMANA,Pollença,Pollença,07042,,Baixa fiabilitat,Baja fiabilidad,U,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per places,Grado de ocupación por plazas,GRADO_OCUPACION_PLAZA_TURISTICA,Pollença,Pollença,07042,,Baixa fiabilitat,Baja fiabilidad,U,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per places en cap de setmana,Grado de ocupación por plazas en fin de semana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,Pollença,Pollença,07042,,Baixa fiabilitat,Baja fiabilidad,U,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per apartaments turístics,Grado de ocupación por apartamentos turísticos,GRADO_OCUPACION_APARTAMENTO_TURISTICO,Sant Llorenç des Cardassar,Sant Llorenç des Cardassar,07051,,Baixa fiabilitat,Baja fiabilidad,U,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per apartaments turístics en cap de setmana,Grado de ocupación por apartamentos turísticos en fin de semana,GRADO_OCUPACION_APARTAMENTO_TURISTICO_FIN_SEMANA,Sant Llorenç des Cardassar,Sant Llorenç des Cardassar,07051,,Baixa fiabilitat,Baja fiabilidad,U,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per places,Grado de ocupación por plazas,GRADO_OCUPACION_PLAZA_TURISTICA,Sant Llorenç des Cardassar,Sant Llorenç des Cardassar,07051,,Baixa fiabilitat,Baja fiabilidad,U,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per places en cap de setmana,Grado de ocupación por plazas en fin de semana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,Sant Llorenç des Cardassar,Sant Llorenç des Cardassar,07051,,Baixa fiabilitat,Baja fiabilidad,U,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per apartaments turístics,Grado de ocupación por apartamentos turísticos,GRADO_OCUPACION_APARTAMENTO_TURISTICO,Santanyí,Santanyí,07057,85.12,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per apartaments turístics en cap de setmana,Grado de ocupación por apartamentos turísticos en fin de semana,GRADO_OCUPACION_APARTAMENTO_TURISTICO_FIN_SEMANA,Santanyí,Santanyí,07057,85.73,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per places,Grado de ocupación por plazas,GRADO_OCUPACION_PLAZA_TURISTICA,Santanyí,Santanyí,07057,78.58,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per places en cap de setmana,Grado de ocupación por plazas en fin de semana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,Santanyí,Santanyí,07057,78.92,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per apartaments turístics,Grado de ocupación por apartamentos turísticos,GRADO_OCUPACION_APARTAMENTO_TURISTICO,Son Servera,Son Servera,07062,,Baixa fiabilitat,Baja fiabilidad,U,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per apartaments turístics en cap de setmana,Grado de ocupación por apartamentos turísticos en fin de semana,GRADO_OCUPACION_APARTAMENTO_TURISTICO_FIN_SEMANA,Son Servera,Son Servera,07062,,Baixa fiabilitat,Baja fiabilidad,U,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per places,Grado de ocupación por plazas,GRADO_OCUPACION_PLAZA_TURISTICA,Son Servera,Son Servera,07062,,Baixa fiabilitat,Baja fiabilidad,U,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per places en cap de setmana,Grado de ocupación por plazas en fin de semana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,Son Servera,Son Servera,07062,,Baixa fiabilitat,Baja fiabilidad,U,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per apartaments turístics,Grado de ocupación por apartamentos turísticos,GRADO_OCUPACION_APARTAMENTO_TURISTICO,Ciutadella de Menorca,Ciutadella de Menorca,07015,77.71,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per apartaments turístics en cap de setmana,Grado de ocupación por apartamentos turísticos en fin de semana,GRADO_OCUPACION_APARTAMENTO_TURISTICO_FIN_SEMANA,Ciutadella de Menorca,Ciutadella de Menorca,07015,76.43,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per places,Grado de ocupación por plazas,GRADO_OCUPACION_PLAZA_TURISTICA,Ciutadella de Menorca,Ciutadella de Menorca,07015,63.59,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per places en cap de setmana,Grado de ocupación por plazas en fin de semana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,Ciutadella de Menorca,Ciutadella de Menorca,07015,62.64,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per apartaments turístics,Grado de ocupación por apartamentos turísticos,GRADO_OCUPACION_APARTAMENTO_TURISTICO,Sant Lluís,Sant Lluís,07052,77.93,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per apartaments turístics en cap de setmana,Grado de ocupación por apartamentos turísticos en fin de semana,GRADO_OCUPACION_APARTAMENTO_TURISTICO_FIN_SEMANA,Sant Lluís,Sant Lluís,07052,78.78,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per places,Grado de ocupación por plazas,GRADO_OCUPACION_PLAZA_TURISTICA,Sant Lluís,Sant Lluís,07052,54.20,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per places en cap de setmana,Grado de ocupación por plazas en fin de semana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,Sant Lluís,Sant Lluís,07052,57.62,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per apartaments turístics,Grado de ocupación por apartamentos turísticos,GRADO_OCUPACION_APARTAMENTO_TURISTICO,Eivissa,Eivissa,07026,81.92,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per apartaments turístics en cap de setmana,Grado de ocupación por apartamentos turísticos en fin de semana,GRADO_OCUPACION_APARTAMENTO_TURISTICO_FIN_SEMANA,Eivissa,Eivissa,07026,87.04,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per places,Grado de ocupación por plazas,GRADO_OCUPACION_PLAZA_TURISTICA,Eivissa,Eivissa,07026,60.42,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per places en cap de setmana,Grado de ocupación por plazas en fin de semana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,Eivissa,Eivissa,07026,65.40,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per apartaments turístics,Grado de ocupación por apartamentos turísticos,GRADO_OCUPACION_APARTAMENTO_TURISTICO,Sant Antoni de Portmany,Sant Antoni de Portmany,07046,94.58,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per apartaments turístics en cap de setmana,Grado de ocupación por apartamentos turísticos en fin de semana,GRADO_OCUPACION_APARTAMENTO_TURISTICO_FIN_SEMANA,Sant Antoni de Portmany,Sant Antoni de Portmany,07046,96.33,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per places,Grado de ocupación por plazas,GRADO_OCUPACION_PLAZA_TURISTICA,Sant Antoni de Portmany,Sant Antoni de Portmany,07046,76.51,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per places en cap de setmana,Grado de ocupación por plazas en fin de semana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,Sant Antoni de Portmany,Sant Antoni de Portmany,07046,77.29,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per apartaments turístics,Grado de ocupación por apartamentos turísticos,GRADO_OCUPACION_APARTAMENTO_TURISTICO,Sant Josep de sa Talaia,Sant Josep de sa Talaia,07048,81.94,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per apartaments turístics en cap de setmana,Grado de ocupación por apartamentos turísticos en fin de semana,GRADO_OCUPACION_APARTAMENTO_TURISTICO_FIN_SEMANA,Sant Josep de sa Talaia,Sant Josep de sa Talaia,07048,84.43,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per places,Grado de ocupación por plazas,GRADO_OCUPACION_PLAZA_TURISTICA,Sant Josep de sa Talaia,Sant Josep de sa Talaia,07048,54.70,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per places en cap de setmana,Grado de ocupación por plazas en fin de semana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,Sant Josep de sa Talaia,Sant Josep de sa Talaia,07048,59.27,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per apartaments turístics,Grado de ocupación por apartamentos turísticos,GRADO_OCUPACION_APARTAMENTO_TURISTICO,Santa Eulària des Riu,Santa Eulària des Riu,07054,65.73,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per apartaments turístics en cap de setmana,Grado de ocupación por apartamentos turísticos en fin de semana,GRADO_OCUPACION_APARTAMENTO_TURISTICO_FIN_SEMANA,Santa Eulària des Riu,Santa Eulària des Riu,07054,60.94,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per places,Grado de ocupación por plazas,GRADO_OCUPACION_PLAZA_TURISTICA,Santa Eulària des Riu,Santa Eulària des Riu,07054,39.49,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per places en cap de setmana,Grado de ocupación por plazas en fin de semana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,Santa Eulària des Riu,Santa Eulària des Riu,07054,38.09,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per apartaments turístics,Grado de ocupación por apartamentos turísticos,GRADO_OCUPACION_APARTAMENTO_TURISTICO,Formentera,Formentera,07024,69.54,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per apartaments turístics en cap de setmana,Grado de ocupación por apartamentos turísticos en fin de semana,GRADO_OCUPACION_APARTAMENTO_TURISTICO_FIN_SEMANA,Formentera,Formentera,07024,72.02,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per places,Grado de ocupación por plazas,GRADO_OCUPACION_PLAZA_TURISTICA,Formentera,Formentera,07024,58.38,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Grau d'ocupació per places en cap de setmana,Grado de ocupación por plazas en fin de semana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,Formentera,Formentera,07024,61.30,Valor normal,Valor normal,A,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per apartaments turístics,Grado de ocupación por apartamentos turísticos,GRADO_OCUPACION_APARTAMENTO_TURISTICO,Alcúdia,Alcúdia,07003,46.08,Valor normal,Valor normal,A,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per apartaments turístics en cap de setmana,Grado de ocupación por apartamentos turísticos en fin de semana,GRADO_OCUPACION_APARTAMENTO_TURISTICO_FIN_SEMANA,Alcúdia,Alcúdia,07003,48.67,Valor normal,Valor normal,A,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per places,Grado de ocupación por plazas,GRADO_OCUPACION_PLAZA_TURISTICA,Alcúdia,Alcúdia,07003,41.58,Valor normal,Valor normal,A,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per places en cap de setmana,Grado de ocupación por plazas en fin de semana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,Alcúdia,Alcúdia,07003,44.12,Valor normal,Valor normal,A,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per apartaments turístics,Grado de ocupación por apartamentos turísticos,GRADO_OCUPACION_APARTAMENTO_TURISTICO,Calvià,Calvià,07011,40.28,Valor normal,Valor normal,A,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per apartaments turístics en cap de setmana,Grado de ocupación por apartamentos turísticos en fin de semana,GRADO_OCUPACION_APARTAMENTO_TURISTICO_FIN_SEMANA,Calvià,Calvià,07011,43.52,Valor normal,Valor normal,A,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per places,Grado de ocupación por plazas,GRADO_OCUPACION_PLAZA_TURISTICA,Calvià,Calvià,07011,34.96,Valor normal,Valor normal,A,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per places en cap de setmana,Grado de ocupación por plazas en fin de semana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,Calvià,Calvià,07011,38.06,Valor normal,Valor normal,A,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per apartaments turístics,Grado de ocupación por apartamentos turísticos,GRADO_OCUPACION_APARTAMENTO_TURISTICO,Felanitx,Felanitx,07022,,Baixa fiabilitat,Baja fiabilidad,U,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per apartaments turístics en cap de setmana,Grado de ocupación por apartamentos turísticos en fin de semana,GRADO_OCUPACION_APARTAMENTO_TURISTICO_FIN_SEMANA,Felanitx,Felanitx,07022,,Baixa fiabilitat,Baja fiabilidad,U,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per places,Grado de ocupación por plazas,GRADO_OCUPACION_PLAZA_TURISTICA,Felanitx,Felanitx,07022,,Baixa fiabilitat,Baja fiabilidad,U,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per places en cap de setmana,Grado de ocupación por plazas en fin de semana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,Felanitx,Felanitx,07022,,Baixa fiabilitat,Baja fiabilidad,U,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per apartaments turístics,Grado de ocupación por apartamentos turísticos,GRADO_OCUPACION_APARTAMENTO_TURISTICO,Palma,Palma,07040,73.78,Valor normal,Valor normal,A,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per apartaments turístics en cap de setmana,Grado de ocupación por apartamentos turísticos en fin de semana,GRADO_OCUPACION_APARTAMENTO_TURISTICO_FIN_SEMANA,Palma,Palma,07040,89.29,Valor normal,Valor normal,A,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per places,Grado de ocupación por plazas,GRADO_OCUPACION_PLAZA_TURISTICA,Palma,Palma,07040,59.08,Valor normal,Valor normal,A,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per places en cap de setmana,Grado de ocupación por plazas en fin de semana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,Palma,Palma,07040,74.64,Valor normal,Valor normal,A,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per apartaments turístics,Grado de ocupación por apartamentos turísticos,GRADO_OCUPACION_APARTAMENTO_TURISTICO,Pollença,Pollença,07042,,Baixa fiabilitat,Baja fiabilidad,U,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per apartaments turístics en cap de setmana,Grado de ocupación por apartamentos turísticos en fin de semana,GRADO_OCUPACION_APARTAMENTO_TURISTICO_FIN_SEMANA,Pollença,Pollença,07042,,Baixa fiabilitat,Baja fiabilidad,U,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per places,Grado de ocupación por plazas,GRADO_OCUPACION_PLAZA_TURISTICA,Pollença,Pollença,07042,,Baixa fiabilitat,Baja fiabilidad,U,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per places en cap de setmana,Grado de ocupación por plazas en fin de semana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,Pollença,Pollença,07042,,Baixa fiabilitat,Baja fiabilidad,U,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per apartaments turístics,Grado de ocupación por apartamentos turísticos,GRADO_OCUPACION_APARTAMENTO_TURISTICO,Sant Llorenç des Cardassar,Sant Llorenç des Cardassar,07051,,Baixa fiabilitat,Baja fiabilidad,U,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per apartaments turístics en cap de setmana,Grado de ocupación por apartamentos turísticos en fin de semana,GRADO_OCUPACION_APARTAMENTO_TURISTICO_FIN_SEMANA,Sant Llorenç des Cardassar,Sant Llorenç des Cardassar,07051,,Baixa fiabilitat,Baja fiabilidad,U,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per places,Grado de ocupación por plazas,GRADO_OCUPACION_PLAZA_TURISTICA,Sant Llorenç des Cardassar,Sant Llorenç des Cardassar,07051,,Baixa fiabilitat,Baja fiabilidad,U,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per places en cap de setmana,Grado de ocupación por plazas en fin de semana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,Sant Llorenç des Cardassar,Sant Llorenç des Cardassar,07051,,Baixa fiabilitat,Baja fiabilidad,U,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per apartaments turístics,Grado de ocupación por apartamentos turísticos,GRADO_OCUPACION_APARTAMENTO_TURISTICO,Santanyí,Santanyí,07057,57.28,Valor normal,Valor normal,A,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per apartaments turístics en cap de setmana,Grado de ocupación por apartamentos turísticos en fin de semana,GRADO_OCUPACION_APARTAMENTO_TURISTICO_FIN_SEMANA,Santanyí,Santanyí,07057,66.56,Valor normal,Valor normal,A,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per places,Grado de ocupación por plazas,GRADO_OCUPACION_PLAZA_TURISTICA,Santanyí,Santanyí,07057,49.89,Valor normal,Valor normal,A,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per places en cap de setmana,Grado de ocupación por plazas en fin de semana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,Santanyí,Santanyí,07057,57.91,Valor normal,Valor normal,A,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per apartaments turístics,Grado de ocupación por apartamentos turísticos,GRADO_OCUPACION_APARTAMENTO_TURISTICO,Son Servera,Son Servera,07062,,Baixa fiabilitat,Baja fiabilidad,U,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per apartaments turístics en cap de setmana,Grado de ocupación por apartamentos turísticos en fin de semana,GRADO_OCUPACION_APARTAMENTO_TURISTICO_FIN_SEMANA,Son Servera,Son Servera,07062,,Baixa fiabilitat,Baja fiabilidad,U,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per places,Grado de ocupación por plazas,GRADO_OCUPACION_PLAZA_TURISTICA,Son Servera,Son Servera,07062,,Baixa fiabilitat,Baja fiabilidad,U,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per places en cap de setmana,Grado de ocupación por plazas en fin de semana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,Son Servera,Son Servera,07062,,Baixa fiabilitat,Baja fiabilidad,U,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per apartaments turístics,Grado de ocupación por apartamentos turísticos,GRADO_OCUPACION_APARTAMENTO_TURISTICO,Ciutadella de Menorca,Ciutadella de Menorca,07015,45.87,Valor normal,Valor normal,A,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per apartaments turístics en cap de setmana,Grado de ocupación por apartamentos turísticos en fin de semana,GRADO_OCUPACION_APARTAMENTO_TURISTICO_FIN_SEMANA,Ciutadella de Menorca,Ciutadella de Menorca,07015,50.77,Valor normal,Valor normal,A,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per places,Grado de ocupación por plazas,GRADO_OCUPACION_PLAZA_TURISTICA,Ciutadella de Menorca,Ciutadella de Menorca,07015,36.36,Valor normal,Valor normal,A,,,,
05/2022,05/2022,2022-M05,Grau d'ocupació per places en cap de setmana,Grado de ocupación por plazas en fin de semana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,Ciutadella de Menorca,Ciutadella de Menorca,07015,39.93,Valor normal,Valor normal,A,,,,
