code,parent,urn,name#ca,name#es,name#en,description#ca,description#es,description#en
20030101_07036_D02_S009,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07036_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07036_D02_S009,"Districte D02, Secció S009 - Marratxí","Distrito D02, Sección S009 - Marratxí","District D02, Section S009 - Marratxí",,,
20030101_07036_D02_S010,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07036_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07036_D02_S010,"Districte D02, Secció S010 - Marratxí","Distrito D02, Sección S010 - Marratxí","District D02, Section S010 - Marratxí",,,
20030101_07036_D02_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07036_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07036_D02_O,Resta de Districte D02 - Marratxí,Resto de Distrito D02 - Marratxí,Rest of District D02 - Marratxí,,,
07036_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07036,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07036_O,Resta de Marratxí,Resto de Marratxí,Rest of Marratxí,,,
07038,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).ES532,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07038,Montuïri,Montuïri,Montuïri,,,
20030101_07038_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07038,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07038_D01,Districte D01 - Montuïri,Distrito D01 - Montuïri,District D01 - Montuïri,,,
20030101_07038_D01_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07038_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07038_D01_S001,"Districte D01, Secció S001 - Montuïri","Distrito D01, Sección S001 - Montuïri","District D01, Section S001 - Montuïri",,,
20030101_07038_D01_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07038_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07038_D01_O,Resta de Districte D01 - Montuïri,Resto de Distrito D01 - Montuïri,Rest of District D01 - Montuïri,,,
20030101_07038_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07038,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07038_D02,Districte D02 - Montuïri,Distrito D02 - Montuïri,District D02 - Montuïri,,,
20030101_07038_D02_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07038_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07038_D02_S001,"Districte D02, Secció S001 - Montuïri","Distrito D02, Sección S001 - Montuïri","District D02, Section S001 - Montuïri",,,
20030101_07038_D02_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07038_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07038_D02_O,Resta de Districte D02 - Montuïri,Resto de Distrito D02 - Montuïri,Rest of District D02 - Montuïri,,,
07038_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07038,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07038_O,Resta de Montuïri,Resto de Montuïri,Rest of Montuïri,,,
07039,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).ES532,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07039,Muro,Muro,Muro,,,
20030101_07039_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07039,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07039_D01,Districte D01 - Muro,Distrito D01 - Muro,District D01 - Muro,,,
20030101_07039_D01_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07039_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07039_D01_S001,"Districte D01, Secció S001 - Muro","Distrito D01, Sección S001 - Muro","District D01, Section S001 - Muro",,,
20030101_07039_D01_S002,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07039_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07039_D01_S002,"Districte D01, Secció S002 - Muro","Distrito D01, Sección S002 - Muro","District D01, Section S002 - Muro",,,
20030101_07039_D01_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07039_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07039_D01_O,Resta de Districte D01 - Muro,Resto de Distrito D01 - Muro,Rest of District D01 - Muro,,,
20030101_07039_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07039,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07039_D02,Districte D02 - Muro,Distrito D02 - Muro,District D02 - Muro,,,
20030101_07039_D02_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07039_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07039_D02_S001,"Districte D02, Secció S001 - Muro","Distrito D02, Sección S001 - Muro","District D02, Section S001 - Muro",,,
20030101_07039_D02_S002,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07039_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07039_D02_S002,"Districte D02, Secció S002 - Muro","Distrito D02, Sección S002 - Muro","District D02, Section S002 - Muro",,,
20030101_07039_D02_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07039_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07039_D02_O,Resta de Districte D02 - Muro,Resto de Distrito D02 - Muro,Rest of District D02 - Muro,,,
07039_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07039,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07039_O,Resta de Muro,Resto de Muro,Rest of Muro,,,
07040,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).ES532,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07040,Palma,Palma,Palma,,,
20030101_07040_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07040,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01,Districte D01 - Palma,Distrito D01 - Palma,District D01 - Palma,,,
20030101_07040_D01_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01_S001,"Districte D01, Secció S001 - Palma","Distrito D01, Sección S001 - Palma","District D01, Section S001 - Palma",,,
20030101_07040_D01_S003,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01_S003,"Districte D01, Secció S003 - Palma","Distrito D01, Sección S003 - Palma","District D01, Section S003 - Palma",,,
20030101_07040_D01_S005,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01_S005,"Districte D01, Secció S005 - Palma","Distrito D01, Sección S005 - Palma","District D01, Section S005 - Palma",,,
20030101_07040_D01_S007,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01_S007,"Districte D01, Secció S007 - Palma","Distrito D01, Sección S007 - Palma","District D01, Section S007 - Palma",,,
20030101_07040_D01_S010,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01_S010,"Districte D01, Secció S010 - Palma","Distrito D01, Sección S010 - Palma","District D01, Section S010 - Palma",,,
20030101_07040_D01_S012,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01_S012,"Districte D01, Secció S012 - Palma","Distrito D01, Sección S012 - Palma","District D01, Section S012 - Palma",,,
20030101_07040_D01_S013,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01_S013,"Districte D01, Secció S013 - Palma","Distrito D01, Sección S013 - Palma","District D01, Section S013 - Palma",,,
20030101_07040_D01_S014,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01_S014,"Districte D01, Secció S014 - Palma","Distrito D01, Sección S014 - Palma","District D01, Section S014 - Palma",,,
20030101_07040_D01_S015,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01_S015,"Districte D01, Secció S015 - Palma","Distrito D01, Sección S015 - Palma","District D01, Section S015 - Palma",,,
20030101_07040_D01_S016,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01_S016,"Districte D01, Secció S016 - Palma","Distrito D01, Sección S016 - Palma","District D01, Section S016 - Palma",,,
20030101_07040_D01_S017,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01_S017,"Districte D01, Secció S017 - Palma","Distrito D01, Sección S017 - Palma","District D01, Section S017 - Palma",,,
20030101_07040_D01_S018,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01_S018,"Districte D01, Secció S018 - Palma","Distrito D01, Sección S018 - Palma","District D01, Section S018 - Palma",,,
20030101_07040_D01_S019,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01_S019,"Districte D01, Secció S019 - Palma","Distrito D01, Sección S019 - Palma","District D01, Section S019 - Palma",,,
20030101_07040_D01_S020,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01_S020,"Districte D01, Secció S020 - Palma","Distrito D01, Sección S020 - Palma","District D01, Section S020 - Palma",,,
20030101_07040_D01_S021,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01_S021,"Districte D01, Secció S021 - Palma","Distrito D01, Sección S021 - Palma","District D01, Section S021 - Palma",,,
20030101_07040_D01_S022,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01_S022,"Districte D01, Secció S022 - Palma","Distrito D01, Sección S022 - Palma","District D01, Section S022 - Palma",,,
20030101_07040_D01_S023,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01_S023,"Districte D01, Secció S023 - Palma","Distrito D01, Sección S023 - Palma","District D01, Section S023 - Palma",,,
20030101_07040_D01_S024,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01_S024,"Districte D01, Secció S024 - Palma","Distrito D01, Sección S024 - Palma","District D01, Section S024 - Palma",,,
20030101_07040_D01_S025,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01_S025,"Districte D01, Secció S025 - Palma","Distrito D01, Sección S025 - Palma","District D01, Section S025 - Palma",,,
20030101_07040_D01_S027,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01_S027,"Districte D01, Secció S027 - Palma","Distrito D01, Sección S027 - Palma","District D01, Section S027 - Palma",,,
20030101_07040_D01_S029,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01_S029,"Districte D01, Secció S029 - Palma","Distrito D01, Sección S029 - Palma","District D01, Section S029 - Palma",,,
20030101_07040_D01_S030,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01_S030,"Districte D01, Secció S030 - Palma","Distrito D01, Sección S030 - Palma","District D01, Section S030 - Palma",,,
20030101_07040_D01_S031,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01_S031,"Districte D01, Secció S031 - Palma","Distrito D01, Sección S031 - Palma","District D01, Section S031 - Palma",,,
20030101_07040_D01_S032,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01_S032,"Districte D01, Secció S032 - Palma","Distrito D01, Sección S032 - Palma","District D01, Section S032 - Palma",,,
20030101_07040_D01_S033,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01_S033,"Districte D01, Secció S033 - Palma","Distrito D01, Sección S033 - Palma","District D01, Section S033 - Palma",,,
20030101_07040_D01_S034,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01_S034,"Districte D01, Secció S034 - Palma","Distrito D01, Sección S034 - Palma","District D01, Section S034 - Palma",,,
20030101_07040_D01_S037,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01_S037,"Districte D01, Secció S037 - Palma","Distrito D01, Sección S037 - Palma","District D01, Section S037 - Palma",,,
20030101_07040_D01_S039,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01_S039,"Districte D01, Secció S039 - Palma","Distrito D01, Sección S039 - Palma","District D01, Section S039 - Palma",,,
20030101_07040_D01_S040,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01_S040,"Districte D01, Secció S040 - Palma","Distrito D01, Sección S040 - Palma","District D01, Section S040 - Palma",,,
20030101_07040_D01_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D01_O,Resta de Districte D01 - Palma,Resto de Distrito D01 - Palma,Rest of District D01 - Palma,,,
20030101_07040_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07040,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D02,Districte D02 - Palma,Distrito D02 - Palma,District D02 - Palma,,,
20030101_07040_D02_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D02_S001,"Districte D02, Secció S001 - Palma","Distrito D02, Sección S001 - Palma","District D02, Section S001 - Palma",,,
20030101_07040_D02_S002,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D02_S002,"Districte D02, Secció S002 - Palma","Distrito D02, Sección S002 - Palma","District D02, Section S002 - Palma",,,
20030101_07040_D02_S003,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D02_S003,"Districte D02, Secció S003 - Palma","Distrito D02, Sección S003 - Palma","District D02, Section S003 - Palma",,,
20030101_07040_D02_S004,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D02_S004,"Districte D02, Secció S004 - Palma","Distrito D02, Sección S004 - Palma","District D02, Section S004 - Palma",,,
20030101_07040_D02_S005,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D02_S005,"Districte D02, Secció S005 - Palma","Distrito D02, Sección S005 - Palma","District D02, Section S005 - Palma",,,
20030101_07040_D02_S006,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D02_S006,"Districte D02, Secció S006 - Palma","Distrito D02, Sección S006 - Palma","District D02, Section S006 - Palma",,,
20030101_07040_D02_S007,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D02_S007,"Districte D02, Secció S007 - Palma","Distrito D02, Sección S007 - Palma","District D02, Section S007 - Palma",,,
20030101_07040_D02_S008,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D02_S008,"Districte D02, Secció S008 - Palma","Distrito D02, Sección S008 - Palma","District D02, Section S008 - Palma",,,
20030101_07040_D02_S009,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D02_S009,"Districte D02, Secció S009 - Palma","Distrito D02, Sección S009 - Palma","District D02, Section S009 - Palma",,,
20030101_07040_D02_S010,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D02_S010,"Districte D02, Secció S010 - Palma","Distrito D02, Sección S010 - Palma","District D02, Section S010 - Palma",,,
20030101_07040_D02_S011,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D02_S011,"Districte D02, Secció S011 - Palma","Distrito D02, Sección S011 - Palma","District D02, Section S011 - Palma",,,
