TERRITORIO#es,TERRITORIO#ca,TERRITORIO_CODE,TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,MEDIDAS#es,MEDIDAS#ca,MEDIDAS_CODE,OBS_VALUE,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca
Sant Josep de sa Talaia,Sant Josep de sa Talaia,07048,05/2024,05/2024,2024-M05,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,74.74,Valor normal,Valor normal,A,,,,
Sant Josep de sa Talaia,Sant Josep de sa Talaia,07048,05/2024,05/2024,2024-M05,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,71.62,Valor normal,Valor normal,A,,,,
Santa Eulària des Riu,Santa Eulària des Riu,07054,05/2024,05/2024,2024-M05,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,68.87,Valor normal,Valor normal,A,,,,
Santa Eulària des Riu,Santa Eulària des Riu,07054,05/2024,05/2024,2024-M05,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,72.79,Valor normal,Valor normal,A,,,,
Santa Eulària des Riu,Santa Eulària des Riu,07054,05/2024,05/2024,2024-M05,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,73.36,Valor normal,Valor normal,A,,,,
Formentera,Formentera,07024,05/2024,05/2024,2024-M05,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,52.99,Valor normal,Valor normal,A,,,,
Formentera,Formentera,07024,05/2024,05/2024,2024-M05,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,59.51,Valor normal,Valor normal,A,,,,
Formentera,Formentera,07024,05/2024,05/2024,2024-M05,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,56.65,Valor normal,Valor normal,A,,,,
Alcúdia,Alcúdia,07003,04/2024,04/2024,2024-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,66.83,Valor normal,Valor normal,A,,,,
Alcúdia,Alcúdia,07003,04/2024,04/2024,2024-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,80.64,Valor normal,Valor normal,A,,,,
Alcúdia,Alcúdia,07003,04/2024,04/2024,2024-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,66.95,Valor normal,Valor normal,A,,,,
Andratx,Andratx,07005,04/2024,04/2024,2024-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,53.22,Valor normal,Valor normal,A,,,,
Andratx,Andratx,07005,04/2024,04/2024,2024-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,59.79,Valor normal,Valor normal,A,,,,
Andratx,Andratx,07005,04/2024,04/2024,2024-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,55.27,Valor normal,Valor normal,A,,,,
Calvià,Calvià,07011,04/2024,04/2024,2024-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,67.48,Valor normal,Valor normal,A,,,,
Calvià,Calvià,07011,04/2024,04/2024,2024-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,72.32,Valor normal,Valor normal,A,,,,
Calvià,Calvià,07011,04/2024,04/2024,2024-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,74.71,Valor normal,Valor normal,A,,,,
Capdepera,Capdepera,07014,04/2024,04/2024,2024-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,55.37,Valor normal,Valor normal,A,,,,
Capdepera,Capdepera,07014,04/2024,04/2024,2024-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,68.61,Valor normal,Valor normal,A,,,,
Capdepera,Capdepera,07014,04/2024,04/2024,2024-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,56.30,Valor normal,Valor normal,A,,,,
Felanitx,Felanitx,07022,04/2024,04/2024,2024-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,59.64,Valor normal,Valor normal,A,,,,
Felanitx,Felanitx,07022,04/2024,04/2024,2024-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,72.36,Valor normal,Valor normal,A,,,,
Felanitx,Felanitx,07022,04/2024,04/2024,2024-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,60.05,Valor normal,Valor normal,A,,,,
Llucmajor,Llucmajor,07031,04/2024,04/2024,2024-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,72.98,Valor normal,Valor normal,A,,,,
Llucmajor,Llucmajor,07031,04/2024,04/2024,2024-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,74.10,Valor normal,Valor normal,A,,,,
Llucmajor,Llucmajor,07031,04/2024,04/2024,2024-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,83.34,Valor normal,Valor normal,A,,,,
Manacor,Manacor,07033,04/2024,04/2024,2024-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,25.53,Valor normal,Valor normal,A,,,,
Manacor,Manacor,07033,04/2024,04/2024,2024-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,25.72,Valor normal,Valor normal,A,,,,
Manacor,Manacor,07033,04/2024,04/2024,2024-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,22.01,Valor normal,Valor normal,A,,,,
Muro,Muro,07039,04/2024,04/2024,2024-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,70.45,Valor normal,Valor normal,A,,,,
Muro,Muro,07039,04/2024,04/2024,2024-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,71.30,Valor normal,Valor normal,A,,,,
Muro,Muro,07039,04/2024,04/2024,2024-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,71.56,Valor normal,Valor normal,A,,,,
Palma,Palma,07040,04/2024,04/2024,2024-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,73.10,Valor normal,Valor normal,A,,,,
Palma,Palma,07040,04/2024,04/2024,2024-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,82.67,Valor normal,Valor normal,A,,,,
Palma,Palma,07040,04/2024,04/2024,2024-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,78.09,Valor normal,Valor normal,A,,,,
Pollença,Pollença,07042,04/2024,04/2024,2024-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,66.89,Valor normal,Valor normal,A,,,,
Pollença,Pollença,07042,04/2024,04/2024,2024-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,85.52,Valor normal,Valor normal,A,,,,
Pollença,Pollença,07042,04/2024,04/2024,2024-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,69.38,Valor normal,Valor normal,A,,,,
Ses Salines,Ses Salines,07059,04/2024,04/2024,2024-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,45.61,Valor normal,Valor normal,A,,,,
Ses Salines,Ses Salines,07059,04/2024,04/2024,2024-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,56.29,Valor normal,Valor normal,A,,,,
Ses Salines,Ses Salines,07059,04/2024,04/2024,2024-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,47.09,Valor normal,Valor normal,A,,,,
Sant Llorenç des Cardassar,Sant Llorenç des Cardassar,07051,04/2024,04/2024,2024-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,73.15,Valor normal,Valor normal,A,,,,
Sant Llorenç des Cardassar,Sant Llorenç des Cardassar,07051,04/2024,04/2024,2024-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,82.85,Valor normal,Valor normal,A,,,,
Sant Llorenç des Cardassar,Sant Llorenç des Cardassar,07051,04/2024,04/2024,2024-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,69.90,Valor normal,Valor normal,A,,,,
Santa Margalida,Santa Margalida,07055,04/2024,04/2024,2024-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,47.43,Valor normal,Valor normal,A,,,,
Santa Margalida,Santa Margalida,07055,04/2024,04/2024,2024-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,59.09,Valor normal,Valor normal,A,,,,
Santa Margalida,Santa Margalida,07055,04/2024,04/2024,2024-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,52.14,Valor normal,Valor normal,A,,,,
Santanyí,Santanyí,07057,04/2024,04/2024,2024-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,52.24,Valor normal,Valor normal,A,,,,
Santanyí,Santanyí,07057,04/2024,04/2024,2024-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,60.12,Valor normal,Valor normal,A,,,,
Santanyí,Santanyí,07057,04/2024,04/2024,2024-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,52.45,Valor normal,Valor normal,A,,,,
Sóller,Sóller,07061,04/2024,04/2024,2024-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,81.51,Valor normal,Valor normal,A,,,,
Sóller,Sóller,07061,04/2024,04/2024,2024-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,86.75,Valor normal,Valor normal,A,,,,
Sóller,Sóller,07061,04/2024,04/2024,2024-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,85.06,Valor normal,Valor normal,A,,,,
Son Servera,Son Servera,07062,04/2024,04/2024,2024-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,69.72,Valor normal,Valor normal,A,,,,
Son Servera,Son Servera,07062,04/2024,04/2024,2024-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,74.65,Valor normal,Valor normal,A,,,,
Son Servera,Son Servera,07062,04/2024,04/2024,2024-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,69.70,Valor normal,Valor normal,A,,,,
Alaior,Alaior,07002,04/2024,04/2024,2024-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Alaior,Alaior,07002,04/2024,04/2024,2024-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Alaior,Alaior,07002,04/2024,04/2024,2024-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Ciutadella de Menorca,Ciutadella de Menorca,07015,04/2024,04/2024,2024-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,55.90,Valor normal,Valor normal,A,,,,
Ciutadella de Menorca,Ciutadella de Menorca,07015,04/2024,04/2024,2024-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,59.03,Valor normal,Valor normal,A,,,,
Ciutadella de Menorca,Ciutadella de Menorca,07015,04/2024,04/2024,2024-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,63.21,Valor normal,Valor normal,A,,,,
Maó,Maó,07032,04/2024,04/2024,2024-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,56.80,Valor normal,Valor normal,A,,,,
Maó,Maó,07032,04/2024,04/2024,2024-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,69.34,Valor normal,Valor normal,A,,,,
Maó,Maó,07032,04/2024,04/2024,2024-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,62.11,Valor normal,Valor normal,A,,,,
Sant Lluís,Sant Lluís,07052,04/2024,04/2024,2024-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,0.00,Valor normal,Valor normal,A,,,,
Sant Lluís,Sant Lluís,07052,04/2024,04/2024,2024-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,0.00,Valor normal,Valor normal,A,,,,
Sant Lluís,Sant Lluís,07052,04/2024,04/2024,2024-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,0.00,Valor normal,Valor normal,A,,,,
Eivissa,Eivissa,07026,04/2024,04/2024,2024-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,60.20,Valor normal,Valor normal,A,,,,
Eivissa,Eivissa,07026,04/2024,04/2024,2024-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,62.90,Valor normal,Valor normal,A,,,,
Eivissa,Eivissa,07026,04/2024,04/2024,2024-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,78.75,Valor normal,Valor normal,A,,,,
Sant Antoni de Portmany,Sant Antoni de Portmany,07046,04/2024,04/2024,2024-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,62.40,Valor normal,Valor normal,A,,,,
Sant Antoni de Portmany,Sant Antoni de Portmany,07046,04/2024,04/2024,2024-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,71.27,Valor normal,Valor normal,A,,,,
Sant Antoni de Portmany,Sant Antoni de Portmany,07046,04/2024,04/2024,2024-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,75.56,Valor normal,Valor normal,A,,,,
Sant Joan de Labritja,Sant Joan de Labritja,07050,04/2024,04/2024,2024-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Sant Joan de Labritja,Sant Joan de Labritja,07050,04/2024,04/2024,2024-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Sant Joan de Labritja,Sant Joan de Labritja,07050,04/2024,04/2024,2024-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Sant Josep de sa Talaia,Sant Josep de sa Talaia,07048,04/2024,04/2024,2024-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Sant Josep de sa Talaia,Sant Josep de sa Talaia,07048,04/2024,04/2024,2024-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Sant Josep de sa Talaia,Sant Josep de sa Talaia,07048,04/2024,04/2024,2024-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Santa Eulària des Riu,Santa Eulària des Riu,07054,04/2024,04/2024,2024-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,73.25,Valor normal,Valor normal,A,,,,
Santa Eulària des Riu,Santa Eulària des Riu,07054,04/2024,04/2024,2024-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,74.78,Valor normal,Valor normal,A,,,,
Santa Eulària des Riu,Santa Eulària des Riu,07054,04/2024,04/2024,2024-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,91.48,Valor normal,Valor normal,A,,,,
Formentera,Formentera,07024,04/2024,04/2024,2024-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,38.17,Valor normal,Valor normal,A,,,,
Formentera,Formentera,07024,04/2024,04/2024,2024-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,43.97,Valor normal,Valor normal,A,,,,
Formentera,Formentera,07024,04/2024,04/2024,2024-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,42.86,Valor normal,Valor normal,A,,,,
Alcúdia,Alcúdia,07003,03/2024,03/2024,2024-M03,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,52.85,Valor normal,Valor normal,A,,,,
Alcúdia,Alcúdia,07003,03/2024,03/2024,2024-M03,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,68.04,Valor normal,Valor normal,A,,,,
Alcúdia,Alcúdia,07003,03/2024,03/2024,2024-M03,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,44.25,Valor normal,Valor normal,A,,,,
Andratx,Andratx,07005,03/2024,03/2024,2024-M03,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,36.93,Valor normal,Valor normal,A,,,,
Andratx,Andratx,07005,03/2024,03/2024,2024-M03,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,40.19,Valor normal,Valor normal,A,,,,
Andratx,Andratx,07005,03/2024,03/2024,2024-M03,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,36.97,Valor normal,Valor normal,A,,,,
Calvià,Calvià,07011,03/2024,03/2024,2024-M03,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,50.61,Valor normal,Valor normal,A,,,,
Calvià,Calvià,07011,03/2024,03/2024,2024-M03,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,54.21,Valor normal,Valor normal,A,,,,
Calvià,Calvià,07011,03/2024,03/2024,2024-M03,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,54.20,Valor normal,Valor normal,A,,,,
Capdepera,Capdepera,07014,03/2024,03/2024,2024-M03,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,58.37,Valor normal,Valor normal,A,,,,
Capdepera,Capdepera,07014,03/2024,03/2024,2024-M03,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,67.62,Valor normal,Valor normal,A,,,,
Capdepera,Capdepera,07014,03/2024,03/2024,2024-M03,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,51.65,Valor normal,Valor normal,A,,,,
Felanitx,Felanitx,07022,03/2024,03/2024,2024-M03,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Felanitx,Felanitx,07022,03/2024,03/2024,2024-M03,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Felanitx,Felanitx,07022,03/2024,03/2024,2024-M03,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Llucmajor,Llucmajor,07031,03/2024,03/2024,2024-M03,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Llucmajor,Llucmajor,07031,03/2024,03/2024,2024-M03,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Llucmajor,Llucmajor,07031,03/2024,03/2024,2024-M03,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Manacor,Manacor,07033,03/2024,03/2024,2024-M03,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Manacor,Manacor,07033,03/2024,03/2024,2024-M03,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Manacor,Manacor,07033,03/2024,03/2024,2024-M03,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Muro,Muro,07039,03/2024,03/2024,2024-M03,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,49.80,Valor normal,Valor normal,A,,,,
Muro,Muro,07039,03/2024,03/2024,2024-M03,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,52.23,Valor normal,Valor normal,A,,,,
Muro,Muro,07039,03/2024,03/2024,2024-M03,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,42.73,Valor normal,Valor normal,A,,,,
Palma,Palma,07040,03/2024,03/2024,2024-M03,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,57.20,Valor normal,Valor normal,A,,,,
Palma,Palma,07040,03/2024,03/2024,2024-M03,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,64.37,Valor normal,Valor normal,A,,,,
Palma,Palma,07040,03/2024,03/2024,2024-M03,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,60.16,Valor normal,Valor normal,A,,,,
Pollença,Pollença,07042,03/2024,03/2024,2024-M03,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,33.89,Valor normal,Valor normal,A,,,,
Pollença,Pollença,07042,03/2024,03/2024,2024-M03,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,60.63,Valor normal,Valor normal,A,,,,
Pollença,Pollença,07042,03/2024,03/2024,2024-M03,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,33.03,Valor normal,Valor normal,A,,,,
Ses Salines,Ses Salines,07059,03/2024,03/2024,2024-M03,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,24.01,Valor normal,Valor normal,A,,,,
Ses Salines,Ses Salines,07059,03/2024,03/2024,2024-M03,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,29.23,Valor normal,Valor normal,A,,,,
Ses Salines,Ses Salines,07059,03/2024,03/2024,2024-M03,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,22.43,Valor normal,Valor normal,A,,,,
