TERRITORIO#es,TERRITORIO#ca,TERRITORIO_CODE,TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,MEDIDAS#es,MEDIDAS#ca,MEDIDAS_CODE,OBS_VALUE,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca
Ciutadella de Menorca,Ciutadella de Menorca,07015,05/2014,05/2014,2014-M05,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,37.09,Valor normal,Valor normal,A,,,,
Maó,Maó,07032,05/2014,05/2014,2014-M05,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,49.11,Valor normal,Valor normal,A,,,,
Maó,Maó,07032,05/2014,05/2014,2014-M05,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,67.15,Valor normal,Valor normal,A,,,,
Maó,Maó,07032,05/2014,05/2014,2014-M05,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,47.63,Valor normal,Valor normal,A,,,,
Sant Lluís,Sant Lluís,07052,05/2014,05/2014,2014-M05,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Sant Lluís,Sant Lluís,07052,05/2014,05/2014,2014-M05,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Sant Lluís,Sant Lluís,07052,05/2014,05/2014,2014-M05,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Eivissa,Eivissa,07026,05/2014,05/2014,2014-M05,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,63.55,Valor normal,Valor normal,A,,,,
Eivissa,Eivissa,07026,05/2014,05/2014,2014-M05,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,65.11,Valor normal,Valor normal,A,,,,
Eivissa,Eivissa,07026,05/2014,05/2014,2014-M05,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,66.06,Valor normal,Valor normal,A,,,,
Sant Antoni de Portmany,Sant Antoni de Portmany,07046,05/2014,05/2014,2014-M05,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,55.74,Valor normal,Valor normal,A,,,,
Sant Antoni de Portmany,Sant Antoni de Portmany,07046,05/2014,05/2014,2014-M05,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,45.49,Valor normal,Valor normal,A,,,,
Sant Antoni de Portmany,Sant Antoni de Portmany,07046,05/2014,05/2014,2014-M05,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,48.56,Valor normal,Valor normal,A,,,,
Sant Joan de Labritja,Sant Joan de Labritja,07050,05/2014,05/2014,2014-M05,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,63.04,Valor normal,Valor normal,A,,,,
Sant Joan de Labritja,Sant Joan de Labritja,07050,05/2014,05/2014,2014-M05,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,58.75,Valor normal,Valor normal,A,,,,
Sant Joan de Labritja,Sant Joan de Labritja,07050,05/2014,05/2014,2014-M05,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,49.87,Valor normal,Valor normal,A,,,,
Sant Josep de sa Talaia,Sant Josep de sa Talaia,07048,05/2014,05/2014,2014-M05,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,61.24,Valor normal,Valor normal,A,,,,
Sant Josep de sa Talaia,Sant Josep de sa Talaia,07048,05/2014,05/2014,2014-M05,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,67.55,Valor normal,Valor normal,A,,,,
Sant Josep de sa Talaia,Sant Josep de sa Talaia,07048,05/2014,05/2014,2014-M05,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,62.65,Valor normal,Valor normal,A,,,,
Santa Eulària des Riu,Santa Eulària des Riu,07054,05/2014,05/2014,2014-M05,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,51.68,Valor normal,Valor normal,A,,,,
Santa Eulària des Riu,Santa Eulària des Riu,07054,05/2014,05/2014,2014-M05,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,54.03,Valor normal,Valor normal,A,,,,
Santa Eulària des Riu,Santa Eulària des Riu,07054,05/2014,05/2014,2014-M05,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,47.73,Valor normal,Valor normal,A,,,,
Formentera,Formentera,07024,05/2014,05/2014,2014-M05,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,40.06,Valor normal,Valor normal,A,,,,
Formentera,Formentera,07024,05/2014,05/2014,2014-M05,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,40.24,Valor normal,Valor normal,A,,,,
Formentera,Formentera,07024,05/2014,05/2014,2014-M05,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,41.11,Valor normal,Valor normal,A,,,,
Alcúdia,Alcúdia,07003,04/2014,04/2014,2014-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,56.46,Valor normal,Valor normal,A,,,,
Alcúdia,Alcúdia,07003,04/2014,04/2014,2014-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,85.69,Valor normal,Valor normal,A,,,,
Alcúdia,Alcúdia,07003,04/2014,04/2014,2014-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,61.84,Valor normal,Valor normal,A,,,,
Andratx,Andratx,07005,04/2014,04/2014,2014-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Andratx,Andratx,07005,04/2014,04/2014,2014-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Andratx,Andratx,07005,04/2014,04/2014,2014-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Calvià,Calvià,07011,04/2014,04/2014,2014-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,54.70,Valor normal,Valor normal,A,,,,
Calvià,Calvià,07011,04/2014,04/2014,2014-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,62.53,Valor normal,Valor normal,A,,,,
Calvià,Calvià,07011,04/2014,04/2014,2014-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,59.19,Valor normal,Valor normal,A,,,,
Capdepera,Capdepera,07014,04/2014,04/2014,2014-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,52.36,Valor normal,Valor normal,A,,,,
Capdepera,Capdepera,07014,04/2014,04/2014,2014-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,57.67,Valor normal,Valor normal,A,,,,
Capdepera,Capdepera,07014,04/2014,04/2014,2014-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,60.08,Valor normal,Valor normal,A,,,,
Felanitx,Felanitx,07022,04/2014,04/2014,2014-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Felanitx,Felanitx,07022,04/2014,04/2014,2014-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Felanitx,Felanitx,07022,04/2014,04/2014,2014-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Llucmajor,Llucmajor,07031,04/2014,04/2014,2014-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,86.05,Valor normal,Valor normal,A,,,,
Llucmajor,Llucmajor,07031,04/2014,04/2014,2014-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,81.94,Valor normal,Valor normal,A,,,,
Llucmajor,Llucmajor,07031,04/2014,04/2014,2014-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,89.36,Valor normal,Valor normal,A,,,,
Manacor,Manacor,07033,04/2014,04/2014,2014-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,52.59,Valor normal,Valor normal,A,,,,
Manacor,Manacor,07033,04/2014,04/2014,2014-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,43.48,Valor normal,Valor normal,A,,,,
Manacor,Manacor,07033,04/2014,04/2014,2014-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,41.74,Valor normal,Valor normal,A,,,,
Muro,Muro,07039,04/2014,04/2014,2014-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,66.32,Valor normal,Valor normal,A,,,,
Muro,Muro,07039,04/2014,04/2014,2014-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,73.38,Valor normal,Valor normal,A,,,,
Muro,Muro,07039,04/2014,04/2014,2014-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,68.88,Valor normal,Valor normal,A,,,,
Palma,Palma,07040,04/2014,04/2014,2014-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,68.46,Valor normal,Valor normal,A,,,,
Palma,Palma,07040,04/2014,04/2014,2014-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,74.36,Valor normal,Valor normal,A,,,,
Palma,Palma,07040,04/2014,04/2014,2014-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,72.43,Valor normal,Valor normal,A,,,,
Pollença,Pollença,07042,04/2014,04/2014,2014-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,49.54,Valor normal,Valor normal,A,,,,
Pollença,Pollença,07042,04/2014,04/2014,2014-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,65.26,Valor normal,Valor normal,A,,,,
Pollença,Pollença,07042,04/2014,04/2014,2014-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,65.45,Valor normal,Valor normal,A,,,,
Ses Salines,Ses Salines,07059,04/2014,04/2014,2014-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,80.10,Valor normal,Valor normal,A,,,,
Ses Salines,Ses Salines,07059,04/2014,04/2014,2014-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,83.41,Valor normal,Valor normal,A,,,,
Ses Salines,Ses Salines,07059,04/2014,04/2014,2014-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,83.06,Valor normal,Valor normal,A,,,,
Sant Llorenç des Cardassar,Sant Llorenç des Cardassar,07051,04/2014,04/2014,2014-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,69.82,Valor normal,Valor normal,A,,,,
Sant Llorenç des Cardassar,Sant Llorenç des Cardassar,07051,04/2014,04/2014,2014-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,71.44,Valor normal,Valor normal,A,,,,
Sant Llorenç des Cardassar,Sant Llorenç des Cardassar,07051,04/2014,04/2014,2014-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,69.81,Valor normal,Valor normal,A,,,,
Santa Margalida,Santa Margalida,07055,04/2014,04/2014,2014-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,69.76,Valor normal,Valor normal,A,,,,
Santa Margalida,Santa Margalida,07055,04/2014,04/2014,2014-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,59.35,Valor normal,Valor normal,A,,,,
Santa Margalida,Santa Margalida,07055,04/2014,04/2014,2014-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,50.09,Valor normal,Valor normal,A,,,,
Santanyí,Santanyí,07057,04/2014,04/2014,2014-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,52.88,Valor normal,Valor normal,A,,,,
Santanyí,Santanyí,07057,04/2014,04/2014,2014-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,65.45,Valor normal,Valor normal,A,,,,
Santanyí,Santanyí,07057,04/2014,04/2014,2014-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,66.06,Valor normal,Valor normal,A,,,,
Sóller,Sóller,07061,04/2014,04/2014,2014-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,70.30,Valor normal,Valor normal,A,,,,
Sóller,Sóller,07061,04/2014,04/2014,2014-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,67.57,Valor normal,Valor normal,A,,,,
Sóller,Sóller,07061,04/2014,04/2014,2014-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,62.12,Valor normal,Valor normal,A,,,,
Son Servera,Son Servera,07062,04/2014,04/2014,2014-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,55.72,Valor normal,Valor normal,A,,,,
Son Servera,Son Servera,07062,04/2014,04/2014,2014-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,56.12,Valor normal,Valor normal,A,,,,
Son Servera,Son Servera,07062,04/2014,04/2014,2014-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,54.98,Valor normal,Valor normal,A,,,,
Alaior,Alaior,07002,04/2014,04/2014,2014-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Alaior,Alaior,07002,04/2014,04/2014,2014-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Alaior,Alaior,07002,04/2014,04/2014,2014-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Ciutadella de Menorca,Ciutadella de Menorca,07015,04/2014,04/2014,2014-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,42.61,Valor normal,Valor normal,A,,,,
Ciutadella de Menorca,Ciutadella de Menorca,07015,04/2014,04/2014,2014-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,42.43,Valor normal,Valor normal,A,,,,
Ciutadella de Menorca,Ciutadella de Menorca,07015,04/2014,04/2014,2014-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,53.51,Valor normal,Valor normal,A,,,,
Maó,Maó,07032,04/2014,04/2014,2014-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Maó,Maó,07032,04/2014,04/2014,2014-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Maó,Maó,07032,04/2014,04/2014,2014-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Sant Lluís,Sant Lluís,07052,04/2014,04/2014,2014-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Sant Lluís,Sant Lluís,07052,04/2014,04/2014,2014-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Sant Lluís,Sant Lluís,07052,04/2014,04/2014,2014-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Eivissa,Eivissa,07026,04/2014,04/2014,2014-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,56.24,Valor normal,Valor normal,A,,,,
Eivissa,Eivissa,07026,04/2014,04/2014,2014-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,59.36,Valor normal,Valor normal,A,,,,
Eivissa,Eivissa,07026,04/2014,04/2014,2014-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,58.84,Valor normal,Valor normal,A,,,,
Sant Antoni de Portmany,Sant Antoni de Portmany,07046,04/2014,04/2014,2014-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Sant Antoni de Portmany,Sant Antoni de Portmany,07046,04/2014,04/2014,2014-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Sant Antoni de Portmany,Sant Antoni de Portmany,07046,04/2014,04/2014,2014-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Sant Joan de Labritja,Sant Joan de Labritja,07050,04/2014,04/2014,2014-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Sant Joan de Labritja,Sant Joan de Labritja,07050,04/2014,04/2014,2014-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Sant Joan de Labritja,Sant Joan de Labritja,07050,04/2014,04/2014,2014-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Sant Josep de sa Talaia,Sant Josep de sa Talaia,07048,04/2014,04/2014,2014-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Sant Josep de sa Talaia,Sant Josep de sa Talaia,07048,04/2014,04/2014,2014-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Sant Josep de sa Talaia,Sant Josep de sa Talaia,07048,04/2014,04/2014,2014-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Santa Eulària des Riu,Santa Eulària des Riu,07054,04/2014,04/2014,2014-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Santa Eulària des Riu,Santa Eulària des Riu,07054,04/2014,04/2014,2014-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Santa Eulària des Riu,Santa Eulària des Riu,07054,04/2014,04/2014,2014-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Formentera,Formentera,07024,04/2014,04/2014,2014-M04,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Formentera,Formentera,07024,04/2014,04/2014,2014-M04,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Formentera,Formentera,07024,04/2014,04/2014,2014-M04,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Alcúdia,Alcúdia,07003,03/2014,03/2014,2014-M03,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,43.44,Valor normal,Valor normal,A,,,,
Alcúdia,Alcúdia,07003,03/2014,03/2014,2014-M03,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,53.01,Valor normal,Valor normal,A,,,,
Alcúdia,Alcúdia,07003,03/2014,03/2014,2014-M03,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,48.69,Valor normal,Valor normal,A,,,,
Andratx,Andratx,07005,03/2014,03/2014,2014-M03,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Andratx,Andratx,07005,03/2014,03/2014,2014-M03,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Andratx,Andratx,07005,03/2014,03/2014,2014-M03,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Calvià,Calvià,07011,03/2014,03/2014,2014-M03,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,46.67,Valor normal,Valor normal,A,,,,
Calvià,Calvià,07011,03/2014,03/2014,2014-M03,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,51.04,Valor normal,Valor normal,A,,,,
Calvià,Calvià,07011,03/2014,03/2014,2014-M03,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,46.58,Valor normal,Valor normal,A,,,,
Capdepera,Capdepera,07014,03/2014,03/2014,2014-M03,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Capdepera,Capdepera,07014,03/2014,03/2014,2014-M03,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Capdepera,Capdepera,07014,03/2014,03/2014,2014-M03,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Felanitx,Felanitx,07022,03/2014,03/2014,2014-M03,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
